"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Gene Type","Input ID"
"Tb927.5.5530","Tb927.5.5530.1","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:1,738,208..1,739,825(-)","Variant Surface Glycoprotein, putative","protein coding","Tb927.5.5530"
"Tb927.5.5540","Tb927.5.5540.1","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:1,741,682..1,743,115(-)","Variant Surface Glycoprotein, putative","protein coding","Tb927.5.5540"
"Tb927.5.5550","Tb927.5.5550.1","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:1,744,795..1,746,634(-)","Variant Surface Glycoprotein, putative","protein coding","Tb927.5.5550"
"Tb927.5.5560","Tb927.5.5560.1","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:1,748,375..1,749,835(-)","Variant Surface Glycoprotein, putative","protein coding","Tb927.5.5560"
"Tb927.5.5570","Tb927.5.5570.1","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:1,751,303..1,752,808(-)","Variant Surface Glycoprotein, putative","protein coding","Tb927.5.5570"
"Tb927.5.5580","Tb927.5.5580.1","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:1,754,040..1,758,955(-)","Variant Surface Glycoprotein, putative","protein coding","Tb927.5.5580"
"Tb927.5.5590","Tb927.5.5590.1","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:1,758,915..1,766,034(+)","Variant Surface Glycoprotein, putative","protein coding","Tb927.5.5590"
"Tb927.5.560","Tb927.5.560:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:230,010..231,684(-)","hypothetical protein, conserved","protein coding","Tb927.5.560"
"Tb927.5.5600","Tb927.5.5600.1","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:1,768,125..1,769,603(+)","Variant Surface Glycoprotein, putative","protein coding","Tb927.5.5600"
"Tb927.5.5610","Tb927.5.5610.1","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:1,771,888..1,773,315(+)","Variant Surface Glycoprotein, putative","protein coding","Tb927.5.5610"
"Tb927.5.5620","Tb927.5.5620.1","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:1,775,824..1,777,293(+)","Variant Surface Glycoprotein, putative","protein coding","Tb927.5.5620"
"Tb927.5.5630","Tb927.5.5630.1","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:1,778,506..1,780,110(+)","Variant Surface Glycoprotein, putative","protein coding","Tb927.5.5630"
"Tb927.5.5640","Tb927.5.5640.1","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:1,782,018..1,783,574(+)","Variant Surface Glycoprotein, putative","protein coding","Tb927.5.5640"
"Tb927.5.5650","Tb927.5.5650.1","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:1,785,357..1,786,463(+)","Variant Surface Glycoprotein, putative","protein coding","Tb927.5.5650"
"Tb927.5.5660","Tb927.5.5660.1","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:1,787,674..1,789,201(+)","Variant Surface Glycoprotein, putative","protein coding","Tb927.5.5660"
"Tb927.5.5670","Tb927.5.5670.1","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:1,791,306..1,792,811(+)","Variant Surface Glycoprotein, putative","protein coding","Tb927.5.5670"
"Tb927.5.5680","Tb927.5.5680.1","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:1,795,808..1,797,312(+)","Variant Surface Glycoprotein, putative","protein coding","Tb927.5.5680"
"Tb927.5.5690","Tb927.5.5690.1","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:1,798,985..1,801,143(+)","Variant Surface Glycoprotein, putative","protein coding","Tb927.5.5690"
"Tb927.5.570","Tb927.5.570:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:231,526..239,193(-)","Bait on Hook 2","protein coding","Tb927.5.570"
"Tb927.5.580","Tb927.5.580:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:239,313..239,915(-)","prefoldin subunit, putative","protein coding","Tb927.5.580"
"Tb927.5.590","Tb927.5.590:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:240,040..241,419(-)","protein phosphatase 1, regulatory subunit, putative","protein coding","Tb927.5.590"
"Tb927.5.600","Tb927.5.600:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:241,529..242,029(-)","hypothetical protein, conserved","protein coding","Tb927.5.600"
"Tb927.5.610","Tb927.5.610:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:242,180..261,859(-)","acidic phosphatase, putative","protein coding","Tb927.5.610"
"Tb927.5.620","Tb927.5.620:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:263,378..265,042(-)","invariant surface glycoprotein, putative","protein coding","Tb927.5.620"
"Tb927.5.630","Tb927.5.630:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:265,196..267,524(-)","acidic phosphatase, putative","protein coding","Tb927.5.630"
"Tb927.5.640","Tb927.5.640:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:274,459..280,584(+)","trans-sialidase, putative","protein coding","Tb927.5.640"
"Tb927.5.650","Tb927.5.650:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:280,065..286,507(+)","receptor-type adenylate cyclase GRESAG 4, putative","protein coding","Tb927.5.650"
"Tb927.5.660","Tb927.5.660.1:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:285,655..288,980(+)","Trypanosomal VSG domain containing protein, putative","protein coding","Tb927.5.660"
"Tb927.5.660","Tb927.5.660.2:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:285,655..288,980(+)","Trypanosomal VSG domain containing protein, putative","protein coding","Tb927.5.660"
"Tb927.5.670","Tb927.5.670:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:295,027..297,952(+)","hypothetical protein, conserved","protein coding","Tb927.5.670"
"Tb927.5.680","Tb927.5.680.1:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:298,127..300,159(+)","hypothetical protein, conserved","protein coding","Tb927.5.680"
"Tb927.5.680","Tb927.5.680.2:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:298,127..300,159(+)","hypothetical protein, conserved","protein coding","Tb927.5.680"
"Tb927.5.690","Tb927.5.690:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:300,183..302,102(+)","MICOS complex subunit MIC17","protein coding","Tb927.5.690"
"Tb927.5.700","Tb927.5.700:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:302,214..305,828(+)","F-box-like, putative","protein coding","Tb927.5.700"
"Tb927.5.710","Tb927.5.710:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:305,231..308,847(+)","hypothetical protein, conserved","protein coding","Tb927.5.710"
"Tb927.5.720","Tb927.5.720:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:309,294..310,263(+)","hypothetical protein","protein coding","Tb927.5.720"
"Tb927.5.730","Tb927.5.730:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:310,397..311,911(+)","hypothetical protein","protein coding","Tb927.5.730"
"Tb927.5.740","Tb927.5.740:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:312,087..313,266(+)","hypothetical protein, conserved","protein coding","Tb927.5.740"
"Tb927.5.750","Tb927.5.750:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:313,451..314,104(+)","hypothetical protein, conserved","protein coding","Tb927.5.750"
"Tb927.5.760","Tb927.5.760:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:314,574..320,641(+)","Cell cycle sequence binding phosphoprotein, putative","protein coding","Tb927.5.760"
"Tb927.5.770","Tb927.5.770:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:320,668..322,891(+)","Mitoribosomal SSU assembly factor 8","protein coding","Tb927.5.770"
"Tb927.5.780","Tb927.5.780:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:323,412..325,372(+)","hypothetical protein, conserved","protein coding","Tb927.5.780"
"Tb927.5.790","Tb927.5.790:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:325,593..329,197(+)","casein kinase I isoform 1","protein coding","Tb927.5.790"
"Tb927.5.800","Tb927.5.800:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:329,107..330,831(+)","casein kinase I, isoform 2","protein coding","Tb927.5.800"
"Tb927.5.810","Tb927.5.810:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:334,792..339,703(+)","zinc finger CCCH domain containing protein 11","protein coding","Tb927.5.810"
"Tb927.5.820","Tb927.5.820:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:338,401..341,846(+)","hypothetical protein, conserved","protein coding","Tb927.5.820"
"Tb927.5.830","Tb927.5.830:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:341,968..343,784(+)","Tripartite attachment complex protein 65","protein coding","Tb927.5.830"
"Tb927.5.840","Tb927.5.840:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:344,639..347,962(+)","Nucleolar protein 111","protein coding","Tb927.5.840"
"Tb927.5.850","Tb927.5.850:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:348,137..350,985(+)","hypothetical protein, conserved","protein coding","Tb927.5.850"
"Tb927.5.860","Tb927.5.860:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:351,110..352,719(+)","Selenoprotein T, putative","protein coding","Tb927.5.860"
"Tb927.5.890","Tb927.5.890:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:354,037..356,882(+)","oligosaccharyl transferase subunit, putative","protein coding","Tb927.5.890"
"Tb927.5.900","Tb927.5.900:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:357,337..359,944(+)","oligosaccharyl transferase subunit, putative","protein coding","Tb927.5.900"
"Tb927.5.910","Tb927.5.910:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:360,637..364,259(+)","oligosaccharyl transferase subunit, putative","protein coding","Tb927.5.910"
"Tb927.5.920","Tb927.5.920:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:364,364..365,775(+)","rhodanese-like domain containing protein, putative","protein coding","Tb927.5.920"
"Tb927.5.930","Tb927.5.930:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:366,090..371,224(+)","NADH-dependent fumarate reductase","protein coding","Tb927.5.930"
"Tb927.5.940","Tb927.5.940:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:371,396..374,089(+)","NADH-dependent fumarate reductase, putative","protein coding","Tb927.5.940"
"Tb927.5.950","Tb927.5.950:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:377,913..378,712(+)","monothiol glutaredoxin, putative","protein coding","Tb927.5.950"
"Tb927.5.960","Tb927.5.960:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:380,153..381,213(+)","atpase family aaa domain-containing protein 1","protein coding","Tb927.5.960"
"Tb927.5.970","Tb927.5.970:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:381,317..382,040(+)","class I transcription factor A, subunit 6","protein coding","Tb927.5.970"
"Tb927.5.980","Tb927.5.980:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:382,105..383,031(+)","2OG-Fe(II) oxygenase superfamily, putative","protein coding","Tb927.5.980"
"Tb927.5.990","Tb927.5.990:mRNA","Trypanosoma brucei brucei TREU927","Tb927_05_v5.1:383,432..384,064(+)","hypothetical protein, conserved","protein coding","Tb927.5.990"
"Tb927.6.100","Tb927.6.100:pseudogenic_transcript","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:1..1,326(+)","receptor-type adenylate cyclase GRESAG 4, pseudogene, putative","protein coding","Tb927.6.100"
"Tb927.6.1000","Tb927.6.1000:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:411,757..413,237(-)","cysteine peptidase, Clan CA, family C1, Cathepsin L-like","protein coding","Tb927.6.1000"
"Tb927.6.1010","Tb927.6.1010:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:413,618..415,001(-)","cysteine peptidase, Clan CA, family C1, Cathepsin L-like","protein coding","Tb927.6.1010"
"Tb927.6.1020","Tb927.6.1020:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:415,134..416,765(-)","cysteine peptidase, Clan CA, family C1, Cathepsin L-like","protein coding","Tb927.6.1020"
"Tb927.6.1030","Tb927.6.1030:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:416,889..418,526(-)","cysteine peptidase, Clan CA, family C1, Cathepsin L-like","protein coding","Tb927.6.1030"
"Tb927.6.1040","Tb927.6.1040:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:418,907..420,287(-)","cysteine peptidase, Clan CA, family C1, Cathepsin L-like","protein coding","Tb927.6.1040"
"Tb927.6.1050","Tb927.6.1050:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:420,668..422,048(-)","cysteine peptidase, Clan CA, family C1, Cathepsin L-like","protein coding","Tb927.6.1050"
"Tb927.6.1060","Tb927.6.1060:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:422,172..423,809(-)","cysteine peptidase, Clan CA, family C1, Cathepsin L-like","protein coding","Tb927.6.1060"
"Tb927.6.1070","Tb927.6.1070:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:423,942..427,558(-)","hypothetical protein, conserved","protein coding","Tb927.6.1070"
"Tb927.6.1080","Tb927.6.1080:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:428,071..429,346(-)","hydroxyacylglutathione hydrolase, putative","protein coding","Tb927.6.1080"
"Tb927.6.1090","Tb927.6.1090:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:429,825..431,561(-)","proteasome regulatory ATPase subunit 3","protein coding","Tb927.6.1090"
"Tb927.6.1100","Tb927.6.1100:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:431,691..434,475(-)","hypothetical protein, conserved","protein coding","Tb927.6.1100"
"Tb927.6.1110","Tb927.6.1110:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:435,316..438,925(-)","ubiquitin carboxyl-terminal hydrolase, putative","protein coding","Tb927.6.1110"
"Tb927.6.1120","Tb927.6.1120:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:439,023..441,763(-)","hypothetical protein, conserved","protein coding","Tb927.6.1120"
"Tb927.6.1130","Tb927.6.1130:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:442,124..443,540(-)","hypothetical protein, conserved","protein coding","Tb927.6.1130"
"Tb927.6.1140","Tb927.6.1140:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:443,644..446,105(-)","dolichyl-P-Man:GDP-Man5GlcNAc2-PP-dolichyl alpha-1,2-mannosyltransferase, putative","protein coding","Tb927.6.1140"
"Tb927.6.1160","Tb927.6.1160:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:447,837..450,136(-)","leucine-rich repeat protein (LRRP), putative","protein coding","Tb927.6.1160"
"Tb927.6.1170","Tb927.6.1170:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:450,347..451,958(-)","Aph-1 protein, putative","protein coding","Tb927.6.1170"
"Tb927.6.1180","Tb927.6.1180:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:452,528..456,801(-)","hypothetical protein, conserved","protein coding","Tb927.6.1180"
"Tb927.6.1190","Tb927.6.1190:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:456,958..459,555(-)","Plus-3 domain/Zinc finger, C3HC4 type (RING finger), putative","protein coding","Tb927.6.1190"
"Tb927.6.120","Tb927.6.120:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:2,598..3,337(+)","Protein of unknown function (DUF1181), putative","protein coding","Tb927.6.120"
"Tb927.6.1200","Tb927.6.1200:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:459,887..461,318(-)","Polyadenylation mediator complex protein PAMC2, putative","protein coding","Tb927.6.1200"
"Tb927.6.1210","Tb927.6.1210:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:461,434..462,569(-)","kinetoplastid kinetochore protein 6","protein coding","Tb927.6.1210"
"Tb927.6.1220","Tb927.6.1220:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:462,703..465,245(-)","hypothetical protein, conserved","protein coding","Tb927.6.1220"
"Tb927.6.1230","Tb927.6.1230:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:465,384..467,108(-)","kinetoplastid-specific phospho-protein phosphatase","protein coding","Tb927.6.1230"
"Tb927.6.1240","Tb927.6.1240:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:467,296..467,643(-)","hypothetical protein, conserved","protein coding","Tb927.6.1240"
"Tb927.6.1250","Tb927.6.1250:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:467,933..469,453(-)","Mitochondrial SSU ribosomal protein 29","protein coding","Tb927.6.1250"
"Tb927.6.1260","Tb927.6.1260:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:469,590..470,618(-)","proteasome beta-1 subunit, putative","protein coding","Tb927.6.1260"
"Tb927.6.1270","Tb927.6.1270:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:470,736..471,502(-)","PITH domain-containing protein","protein coding","Tb927.6.1270"
"Tb927.6.1280","Tb927.6.1280:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:471,788..472,712(-)","translation initiation factor EIF-2b alpha subunit, putative","protein coding","Tb927.6.1280"
"Tb927.6.1290","Tb927.6.1290:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:472,843..475,673(-)","hypothetical protein, conserved","protein coding","Tb927.6.1290"
"Tb927.6.130","Tb927.6.130:pseudogenic_transcript","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:3,470..11,598(+)","hypothetical leucine-rich repeat protein 1 (LRRP1)","protein coding","Tb927.6.130"
"Tb927.6.1300","Tb927.6.1300:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:485,476..487,133(-)","hypothetical protein","protein coding","Tb927.6.1300"
"Tb927.6.1310","Tb927.6.1310:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:487,653..488,718(-)","Trypanosomal VSG domain containing protein, putative","protein coding","Tb927.6.1310"
"Tb927.6.1320","Tb927.6.1320:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:490,369..491,060(-)","cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative","protein coding","Tb927.6.1320"
"Tb927.6.1330","Tb927.6.1330:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:491,582..493,931(-)","Trypanosomal VSG domain containing protein, putative","protein coding","Tb927.6.1330"
"Tb927.6.1340","Tb927.6.1340:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:493,336..494,945(-)","cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative","protein coding","Tb927.6.1340"
"Tb927.6.1350","Tb927.6.1350:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:495,467..497,774(-)","Trypanosomal VSG domain containing protein, putative","protein coding","Tb927.6.1350"
"Tb927.6.1360","Tb927.6.1360:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:498,098..498,791(-)","cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative","protein coding","Tb927.6.1360"
"Tb927.6.1370","Tb927.6.1370:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:499,317..501,667(-)","Trypanosomal VSG domain containing protein, putative","protein coding","Tb927.6.1370"
"Tb927.6.1380","Tb927.6.1380:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:501,471..502,679(-)","cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative","protein coding","Tb927.6.1380"
"Tb927.6.1390","Tb927.6.1390:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:503,203..505,553(-)","Trypanosomal VSG domain containing protein, putative","protein coding","Tb927.6.1390"
"Tb927.6.140","Tb927.6.140:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:11,450..14,509(+)","retrotransposon hot spot protein 5 (RHS5), putative","protein coding","Tb927.6.140"
"Tb927.6.1400","Tb927.6.1400:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:505,357..506,724(-)","cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative","protein coding","Tb927.6.1400"
"Tb927.6.1410","Tb927.6.1410:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:506,899..507,795(-)","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative","protein coding","Tb927.6.1410"
"Tb927.6.1420","Tb927.6.1420:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:507,914..508,636(-)","Uncharacterised protein family (UPF0220), putative","protein coding","Tb927.6.1420"
"Tb927.6.1430","Tb927.6.1430:mRNA","Trypanosoma brucei brucei TREU927","Tb927_06_v5.1:509,159..511,523(-)","hypothetical protein, conserved","protein coding","Tb927.6.1430"
