"Gene_acc","Gene_id","bsf","pcf","rank_bsf","rank_pcf","Desc","prot_group"
"aa4908aa","Tb927.4.700","5.41","3.53","2424.00","146.00","hypothetical protein, conserved","PG4116"
"aa4909aa","Tb927.4.710","3.52","3.56","798.00","363.00","hypothetical protein, conserved","PG4117"
"aa490aa","Tb11.v5.0422","6.11","6.04","4129.00","4564.00","SET domain containing protein, putative","PG234"
"aa4910aa","Tb927.4.720","6.49","3.65","4978.00","1148.00","hypothetical protein, conserved","PG4118"
"aa4911aa","Tb927.4.730","6.08","5.21","4061.00","2845.00","Peptidase family C78, putative","PG4119"
"aa4912aa","Tb927.4.740","4.72","3.62","1360.00","869.00","Rgp1, putative","PG4120"
"aa4913aa","Tb927.4.750","7.11","3.68","5886.00","1265.00","50S ribosomal protein L7Ae, putative","PG4121"
"aa4914aa","Tb927.4.760","7.30","6.32","6089.00","5121.00","AP-1 adapter complex gamma subunit, putative","PG4122"
"aa4915aa","Tb927.4.770","5.35","4.51","2303.00","2212.00","ubiquitin-protein ligase, putative","PG4123"
"aa4916aa","Tb927.4.790","6.22","5.87","4379.00","4190.00","hypothetical protein, conserved","PG4124"
"aa4917aa","Tb927.4.800","5.37","4.48","2340.00","2204.00","target of rapamycin kinase 3, putative","PG4125"
"aa4918aa","Tb11.v5.0793","5.37","4.48","2340.00","2204.00","FAT domain/Rapamycin binding domain/Phosphatidylinositol 3- and 4-kinase, putative","PG4125"
"aa4919aa","Tb927.4.810","5.92","3.59","3653.00","577.00","expression site-associated gene 5 (ESAG5) protein, putative","PG4126"
"aa491aa","Tb927.10.4600","6.11","6.04","4129.00","4564.00","predicted SET domain protein","PG234"
"aa4920aa","Tb927.4.830","3.30","6.03","340.00","4545.00","cytochrome c oxidase assembly protein PET191, putative","PG4127"
"aa4921aa","Tb927.4.840","5.74","5.41","3217.00","3197.00","Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase, putative","PG4128"
"aa4922aa","Tb927.4.850","6.08","3.60","4053.00","710.00","hypothetical protein, conserved","PG4129"
"aa4923aa","Tb927.4.860","6.05","6.32","3987.00","5130.00","hypothetical protein, conserved","PG4130"
"aa4924aa","Tb927.4.870","6.41","5.90","4788.00","4266.00","dynein heavy chain, putative","PG4131"
"aa4925aa","Tb927.4.890","5.88","7.02","3559.00","6027.00","small nuclear ribonucleoprotein sm d3","PG4132"
"aa4926aa","Tb927.4.900","3.31","3.63","374.00","917.00","hypothetical protein, conserved","PG4133"
"aa4927aa","Tb927.4.910","5.22","3.66","2044.00","1206.00","hypothetical protein, conserved","PG4134"
"aa4928aa","Tb927.4.910","5.22","3.66","2044.00","1206.00","hypothetical protein, conserved","PG4134"
"aa4929aa","Tb927.4.920","6.98","6.15","5737.00","4812.00","TPR repeat, putative","PG4135"
"aa492aa","Tb927.1.1640","5.65","3.69","2995.00","1367.00","hypothetical protein, conserved","PG235"
"aa4930aa","Tb927.4.930","5.61","3.60","2878.00","664.00","Mitochondrial ribosomal protein L14","PG4136"
"aa4931aa","Tb927.4.940","3.25","3.71","142.00","1440.00","hypothetical protein, conserved","PG4137"
"aa4932aa","Tb927.4.950","3.32","3.75","394.00","1618.00","hypothetical protein, conserved","PG4138"
"aa4933aa","Tb927.4.960","5.31","4.46","2230.00","2197.00","WD domain, G-beta repeat, putative","PG4139"
"aa4934aa","Tb927.4.970","3.53","5.56","807.00","3488.00","hypothetical protein, conserved","PG4140"
"aa4935aa","Tb927.4.980","5.52","5.30","2662.00","2999.00","actin, putative","PG4141"
"aa4936aa","Tb927.5.1000","8.08","7.14","6491.00","6125.00","ubiquitin-conjugating enzyme E2, putative","PG4142"
"aa4937aa","Tb927.5.1010","5.29","4.48","2195.00","2203.00","hypothetical protein, conserved","PG4143"
"aa4938aa","Tb927.5.1020","5.41","5.68","2437.00","3737.00","disulfide isomerase, putative","PG4144"
"aa4939aa","Tb927.5.1030","3.24","6.65","131.00","5636.00","Iron-sulfur assembly protein 2","PG4145"
"aa493aa","Tb11.v5.0426","5.65","3.69","2995.00","1367.00","hypothetical protein, conserved","PG235"
"aa4940aa","Tb927.5.1050","3.22","5.72","94.00","3823.00","hypothetical protein","PG4146"
"aa4941aa","Tb927.5.1060","5.53","7.93","2682.00","6517.00","mitochondrial processing peptidase, beta subunit, putative","PG4147"
"aa4942aa","Tb927.5.1070","3.98","3.72","968.00","1504.00","OTU-like cysteine protease, putative","PG4148"
"aa4943aa","Tb927.5.1080","5.93","6.06","3692.00","4602.00","RNA-binding protein, putative","PG4149"
"aa4944aa","Tb927.5.1090","7.18","7.46","5965.00","6318.00","threonyl-tRNA synthetase, putative","PG4150"
"aa4945aa","Tb927.5.1100","7.06","6.72","5833.00","5722.00","peroxisome targeting signal 1 receptor","PG4151"
"aa4946aa","Tb927.5.1120","5.41","4.60","2418.00","2246.00","Phage tail fibre repeat, putative","PG4152"
"aa4947aa","Tb927.5.1130","4.89","6.53","1545.00","5476.00","hypothetical protein, conserved","PG4153"
"aa4948aa","Tb927.5.1140","6.80","6.14","5475.00","4781.00","choline/ethanolamine kinase","PG4154"
"aa4949aa","Tb927.5.1150","5.56","5.13","2775.00","2740.00","RNA helicase Prp43","PG4155"
"aa494aa","Tb927.10.15850","6.63","6.45","5226.00","5357.00","Peroxisome biogenesis factor 12","PG236"
"aa4950aa","Tb927.5.1160","7.70","5.81","6338.00","4055.00","Degradation arginine-rich protein for mis-folding, putative","PG4156"
"aa4951aa","Tb927.5.1170","6.07","5.56","4046.00","3483.00","hypothetical protein, conserved","PG4157"
"aa4952aa","Tb927.5.1180","4.76","3.69","1393.00","1359.00","hypothetical protein, conserved","PG4158"
"aa4953aa","Tb927.5.120","6.22","3.52","4373.00","106.00","expression site-associated gene 9 (ESAG9) protein, putative","PG4159"
"aa4954aa","Tb927.5.1200","6.20","6.03","4317.00","4535.00","exosome complex component CSL4","PG4160"
"aa4955aa","Tb927.5.1210","8.09","7.76","6494.00","6465.00","short-chain dehydrogenase, putative","PG4161"
"aa4956aa","Tb927.5.1240","3.26","3.60","161.00","728.00","LicD family, putative","PG4162"
"aa4957aa","Tb927.5.1250","6.12","6.56","4150.00","5512.00","GAF domain/TIP41-like family, putative","PG4163"
"aa4958aa","Tb927.5.1260","6.96","3.74","5718.00","1568.00","Sulfate transporter N-terminal domain with GLY motif/Sulfate transporter family, putative","PG4164"
"aa4959aa","Tb927.5.1270","6.61","6.20","5185.00","4929.00","Acidic leucine-rich nuclear phosphoprotein 32 family member","PG4165"
"aa495aa","Tb11.v5.0427","6.63","6.45","5226.00","5357.00","peroxisome assembly protein, putative","PG236"
"aa4960aa","Tb927.5.1280","6.83","6.97","5521.00","5979.00","alanine racemase, putative","PG4166"
"aa4961aa","Tb927.5.1300","7.10","6.47","5872.00","5378.00","V-type proton ATPase subunit a, putative","PG4167"
"aa4962aa","Tb927.5.1310","4.88","5.75","1528.00","3899.00","protoheme IX farnesyltransferase, putative","PG4168"
"aa4963aa","Tb927.5.1320","5.71","4.78","3166.00","2343.00","Kinetochore interacting protein 2","PG4169"
"aa4964aa","Tb927.5.1330","4.70","3.63","1346.00","968.00","hypothetical protein, conserved","PG4170"
"aa4965aa","Tb927.5.1340","6.60","5.32","5181.00","3034.00","pre-mRNA splicing factor, putative","PG4171"
"aa4966aa","Tb927.5.1360","7.19","7.00","5978.00","6016.00","nucleoside 2-deoxyribosyltransferase","PG4172"
"aa4967aa","Tb927.5.1370","3.23","5.29","100.00","2984.00","peptidyl-prolyl cis-trans isomerase, putative","PG4173"
"aa4968aa","Tb927.5.1380","3.21","3.63","71.00","932.00","hypothetical protein","PG4174"
"aa4969aa","Tb927.5.1390","5.44","3.69","2490.00","1374.00","64 kDa invariant surface glycoprotein","PG4175"
"aa496aa","Tb927.10.15390","5.81","5.86","3366.00","4187.00","Flagellum attachment zone protein 7","PG237"
"aa4970aa","Tb927.5.1410","6.41","3.53","4801.00","144.00","64 kDa invariant surface glycoprotein","PG4176"
"aa4971aa","Tb927.5.1430","6.35","3.56","4672.00","311.00","64 kDa invariant surface glycoprotein","PG4177"
"aa4972aa","Tb927.5.1460","7.46","7.20","6223.00","6165.00","Possible lysine decarboxylase, putative","PG4178"
"aa4973aa","Tb927.5.1470","6.73","7.12","5367.00","6109.00","NADH-cytochrome b5 reductase, putative","PG4179"
"aa4974aa","Tb927.5.1490","5.47","5.67","2563.00","3717.00","Eukaryotic translation initiation factor 4 gamma 1","PG4180"
"aa4975aa","Tb927.5.1510","5.20","6.00","2003.00","4476.00","Mitochondrial SSU ribosomal protein, putative","PG4181"
"aa4976aa","Tb927.5.1520","7.12","6.98","5903.00","5991.00","ATP-dependent protease ATPase subunit HslU1","PG4182"
"aa4977aa","Tb927.5.1530","4.15","3.69","1003.00","1325.00","Flavin-binding monooxygenase-like, putative","PG4183"
"aa4978aa","Tb927.5.1540","5.59","5.18","2848.00","2818.00","hypothetical protein, conserved","PG4184"
"aa4979aa","Tb927.5.1550","4.60","3.99","1254.00","2034.00","mitochondrial carrier protein","PG4185"
"aa497aa","Tb11.v5.0434","5.81","5.86","3366.00","4187.00","kinesin, putative","PG237"
"aa4980aa","Tb927.5.1560","5.94","5.76","3716.00","3906.00","ATP-dependent DEAD/H RNA helicase, putative","PG4186"
"aa4981aa","Tb927.5.1570","3.24","3.92","133.00","1945.00","zinc finger CCCH domain containing protein 12","PG4187"
"aa4982aa","Tb927.5.1580","6.39","5.36","4749.00","3119.00","zinc finger CCCH domain containing protein 13","PG4188"
"aa4983aa","Tb927.5.1590","5.76","3.58","3253.00","510.00","hypothetical protein, conserved","PG4189"
"aa4984aa","Tb927.5.1600","4.98","4.92","1663.00","2461.00","hypothetical protein, conserved","PG4190"
"aa4985aa","Tb927.5.1620","6.06","3.58","4020.00","535.00","hypothetical protein, conserved","PG4191"
"aa4986aa","Tb927.5.1630","6.78","6.98","5446.00","5997.00","hypothetical protein, conserved","PG4192"
"aa4987aa","Tb927.5.1640","3.77","3.63","919.00","975.00","hypothetical protein, conserved","PG4193"
"aa4988aa","Tb927.5.1650","4.90","4.95","1560.00","2501.00","CMGC/DYRK protein kinase, putative","PG4194"
"aa4989aa","Tb927.5.1660","7.13","7.03","5911.00","6041.00","pyruvate dehydrogenase phosphatase, putative","PG4195"
"aa498aa","Tb927.11.3650","7.91","7.31","6429.00","6250.00","adenylosuccinate synthetase, putative","PG238"
"aa4990aa","Tb927.5.1670","6.04","5.81","3946.00","4036.00","hypothetical protein, conserved","PG4196"
"aa4991aa","Tb927.5.1680","6.18","5.12","4270.00","2733.00","hypothetical protein, conserved","PG4197"
"aa4992aa","Tb927.5.1690","6.79","6.72","5460.00","5729.00","hypothetical protein, conserved","PG4198"
"aa4993aa","Tb11.v5.0740","6.79","6.72","5460.00","5729.00","hypothetical protein, conserved","PG4198"
"aa4994aa","Tb927.5.1700","7.13","7.49","5919.00","6335.00","replication Factor A 28 kDa subunit, putative","PG4199"
"aa4995aa","Tb927.5.1710","7.45","7.48","6215.00","6328.00","ATP synthase F1 subunit p18, mitochondrial","PG4200"
"aa4996aa","Tb927.5.1720","4.59","3.65","1244.00","1087.00","hypothetical protein, conserved","PG4201"
"aa4997aa","Tb927.5.1730","7.28","6.85","6076.00","5872.00","Ecotin-like protein","PG4202"
"aa4998aa","Tb927.5.1750","3.38","3.76","581.00","1636.00","conserved protein, unknown function","PG4203"
"aa4999aa","Tb927.5.1760","5.51","4.69","2643.00","2293.00","Isoprenylcysteine alpha-carbonyl methylesterase, putative","PG4204"
"aa499aa","Tb11.v5.0435","7.91","7.31","6429.00","6250.00","adenylosuccinate synthetase, putative","PG238"
"aa49aa","Tb927.5.4520","5.85","4.67","3485.00","2286.00","Kinetochore interacting protein 1","PG21"
"aa4aa","Tb927.11.19120","7.51","3.53","6247.00","142.00","expression site-associated gene 3 (ESAG3) protein, putative (pseudogene)","PG1"
"aa5000aa","Tb927.5.1770","4.21","3.60","1027.00","690.00","RNA pseudouridylate synthase, putative","PG4205"
"aa5001aa","Tb927.5.1780","5.83","7.56","3423.00","6384.00","hypothetical protein, conserved","PG4206"
"aa5002aa","Tb927.5.1790","4.87","5.62","1508.00","3591.00","Mitochondrial SSU ribosomal protein, putative","PG4207"
"aa5003aa","Tb927.5.1800","3.60","3.67","862.00","1237.00","hypothetical protein, conserved","PG4208"
"aa5004aa","Tb927.5.1810","7.66","7.21","6327.00","6170.00","lysosomal/endosomal membrane protein p67","PG4209"
"aa5005aa","Tb927.5.1830","7.66","7.21","6327.00","6170.00","lysosomal/endosomal membrane protein p67","PG4209"
"aa5006aa","Tb927.5.1820","8.10","6.89","6500.00","5922.00","60S acidic ribosomal protein, putative","PG4210"
"aa5007aa","Tb927.5.1840","6.33","6.10","4614.00","4688.00","hypothetical protein, conserved","PG4211"
"aa5008aa","Tb927.5.1860","5.52","3.72","2654.00","1499.00","hypothetical protein, conserved","PG4212"
"aa5009aa","Tb927.5.1870","5.87","5.02","3543.00","2585.00","Fidgetin, putative","PG4213"
"aa500aa","Tb927.1.1030","5.50","5.34","2620.00","3083.00","Nucleolar protein 49","PG239"
"aa5010aa","Tb927.5.1880","7.43","7.11","6203.00","6103.00","inhibitor of serine peptidase (ISP), putative","PG4214"
"aa5011aa","Tb927.5.1890","4.02","3.58","978.00","506.00","hypothetical protein, conserved","PG4215"
"aa5012aa","Tb927.5.1900","6.92","6.57","5661.00","5527.00","Outer dynein arm docking complex protein 1, putative","PG4216"
"aa5013aa","Tb927.5.1910","5.12","4.85","1887.00","2398.00","hypothetical protein, conserved","PG4217"
"aa5014aa","Tb927.5.1920","5.58","4.98","2806.00","2544.00","hypothetical protein, conserved","PG4218"
"aa5015aa","Tb927.5.1930","7.33","5.23","6118.00","2879.00","signal peptidase subunit, putative","PG4219"
"aa5016aa","Tb927.5.1940","6.95","4.12","5696.00","2107.00","hypothetical protein, conserved","PG4220"
"aa5017aa","Tb927.5.1950","5.25","3.75","2117.00","1593.00","hypothetical protein, conserved","PG4221"
"aa5018aa","Tb927.5.1960","4.95","5.03","1627.00","2608.00","hypothetical protein, conserved","PG4222"
"aa5019aa","Tb927.5.1980","4.51","3.65","1175.00","1105.00","Galactose oxidase, central domain/Kelch motif containing protein, putative","PG4223"
"aa501aa","Tb11.v5.0436","5.50","5.34","2620.00","3083.00","Leucine Rich Repeat, putative","PG239"
"aa5020aa","Tb927.5.1990","5.95","3.58","3719.00","456.00","hypothetical protein, conserved","PG4224"
"aa5021aa","Tb927.5.1990","5.95","3.58","3719.00","456.00","hypothetical protein, conserved","PG4224"
"aa5022aa","Tb927.5.2000","5.92","3.62","3655.00","880.00","hypothetical protein","PG4225"
"aa5023aa","Tb927.5.2030","3.26","5.73","183.00","3852.00","hypothetical protein, conserved","PG4226"
"aa5024aa","Tb927.5.2050","4.82","5.11","1462.00","2719.00","Putative methyltransferase, putative","PG4227"
"aa5025aa","Tb927.5.2060","5.79","5.43","3321.00","3240.00","Cell division cycle 5-like protein","PG4228"
"aa5026aa","Tb927.5.2070","5.35","5.82","2299.00","4070.00","Mitoribosomal LSU assembly factor 8","PG4229"
"aa5027aa","Tb927.5.2080","7.03","7.36","5795.00","6271.00","GMP reductase","PG4230"
"aa5028aa","Tb927.5.2090","6.83","6.03","5520.00","4543.00","kinesin, putative","PG4231"
"aa5029aa","Tb927.5.2100","5.69","6.23","3104.00","4971.00","RNA-binding protein, putative","PG4232"
"aa502aa","Tb927.10.10310","5.16","3.85","1955.00","1835.00","hypothetical protein, conserved","PG240"
"aa5030aa","Tb927.5.2120","5.08","3.61","1813.00","740.00","hypothetical protein, conserved","PG4233"
"aa5031aa","Tb927.5.2130","5.82","5.11","3388.00","2706.00","Lariat debranching enzyme, C-terminal domain containing protein, putative","PG4234"
"aa5032aa","Tb927.5.2140","6.31","5.83","4588.00","4103.00","regulator of nonsense transcripts 1","PG4235"
"aa5033aa","Tb927.5.2150","5.44","5.69","2491.00","3756.00","hypothetical protein, conserved","PG4236"
"aa5034aa","Tb927.5.2160","6.03","7.70","3929.00","6442.00","conserved protein","PG4237"
"aa5035aa","Tb927.5.2240","5.35","3.76","2306.00","1625.00","hypothetical protein, conserved","PG4238"
"aa5036aa","Tb927.5.2210","5.35","3.76","2306.00","1625.00","hypothetical protein, conserved","PG4238"
"aa5037aa","Tb927.5.2180","5.35","3.76","2306.00","1625.00","hypothetical protein, conserved","PG4238"
"aa5038aa","Tb927.5.2250","6.98","6.60","5731.00","5564.00","META domain/Domain of unknown function (DUF1935), putative","PG4239"
"aa5039aa","Tb927.5.2220","6.98","6.60","5731.00","5564.00","META domain/Domain of unknown function (DUF1935), putative","PG4239"
"aa503aa","Tb11.v5.0446","5.16","3.85","1955.00","1835.00","hypothetical protein, conserved","PG240"
"aa5040aa","Tb927.5.2190","6.98","6.60","5731.00","5564.00","META domain/Domain of unknown function (DUF1935), putative","PG4239"
"aa5041aa","Tb927.5.2260","6.45","8.13","4903.00","6567.00","conserved protein","PG4240"
"aa5042aa","Tb927.5.2230","6.45","8.13","4903.00","6567.00","conserved protein","PG4240"
"aa5043aa","Tb927.5.2200","6.45","8.13","4903.00","6567.00","META domain containing protein, putative","PG4240"
"aa5044aa","Tb927.5.2170","6.45","8.13","4903.00","6567.00","conserved protein","PG4240"
"aa5045aa","Tb927.5.2270","6.65","5.85","5254.00","4136.00","Component of motile flagella 44","PG4241"
"aa5046aa","Tb927.5.2280","6.08","5.27","4056.00","2958.00","acetyltransferase, putative","PG4242"
"aa5047aa","Tb927.5.2290","6.07","5.58","4032.00","3518.00","U5 small nuclear ribonucleoprotein 200 kDa helicase, putative","PG4243"
"aa5048aa","Tb927.5.2310","5.40","3.62","2412.00","891.00","Phosphorylated CTD interacting factor 1 WW domain containing protein, putative","PG4244"
"aa5049aa","Tb927.5.2320","6.76","6.66","5420.00","5641.00","Mak10 subunit, NatC N(alpha)-terminal acetyltransferase, putative","PG4245"
"aa504aa","Tb927.1.1560","7.06","6.63","5831.00","5610.00","vesicular-fusion protein nsf, putative","PG241"
"aa5050aa","Tb927.5.2325","6.14","3.58","4169.00","509.00","hypothetical protein","PG4246"
"aa5051aa","Tb927.5.2330","4.66","4.70","1309.00","2301.00","hypothetical protein, conserved","PG4247"
"aa5052aa","Tb927.5.2340","4.77","3.79","1405.00","1713.00","hypothetical protein, conserved","PG4248"
"aa5053aa","Tb927.5.2370","5.62","3.69","2903.00","1375.00","hydrolase, alpha/beta fold family, putative","PG4249"
"aa5054aa","Tb927.5.2380","6.58","6.23","5126.00","4961.00","hydrolase, alpha/beta fold family, putative","PG4250"
"aa5055aa","Tb927.5.2390","5.87","3.56","3519.00","362.00","hypothetical protein, conserved","PG4251"
"aa5056aa","Tb927.5.2400","5.54","4.44","2713.00","2192.00","Peptidase C19, ubiquitin carboxyl-terminal hydrolase, putative","PG4252"
"aa5057aa","Tb927.5.2410","6.45","5.70","4895.00","3764.00","kinesin, putative","PG4253"
"aa5058aa","Tb927.5.2420","4.04","3.72","982.00","1496.00","NOL1/NOP2/sun family, putative","PG4254"
"aa5059aa","Tb927.5.2430","3.24","5.85","128.00","4139.00","membrane transporter protein, putative","PG4255"
"aa505aa","Tb11.v5.0464","7.06","6.63","5831.00","5610.00","vesicular-fusion protein nsf, putative","PG241"
"aa5060aa","Tb927.5.2440","4.99","3.77","1689.00","1670.00","Centrosomal protein of 164 kDa, putative","PG4256"
"aa5061aa","Tb927.5.2450","4.96","3.55","1637.00","281.00","5'-3' exoribonuclease B, putative (pseudogene)","PG4257"
"aa5062aa","Tb927.5.2460","5.01","3.57","1709.00","435.00","hypothetical protein, conserved","PG4258"
"aa5063aa","Tb927.5.2470","5.70","3.60","3128.00","693.00","hypothetical protein, conserved","PG4259"
"aa5064aa","Tb927.5.2500","6.02","4.35","3918.00","2165.00","hypothetical protein, conserved","PG4260"
"aa5065aa","Tb927.5.2510","4.20","3.82","1023.00","1782.00","hypothetical protein, conserved","PG4261"
