Tb927.9.13440	Tb927_09_v5.1:2132976..2133162:r	Tb927_09_v5.1:2127479..2128238:r
Tb927.10.8115	Tb927_10_v5.1:2020227..2020247:r	Tb927_10_v5.1:2019765..2020022:r
Tb927.10.8130	Tb927_10_v5.1:2024494..2024498:r	Tb927_10_v5.1:2023172..2023263:r
Tb927.10.8150	Tb927_10_v5.1:2026848..2026920:r	Tb927_10_v5.1:2025415..2025941:r
Tb927.10.8140	Tb927_10_v5.1:2025273..2025300:r	Tb927_10_v5.1:2024638..2024786:r
Tb927.10.8160	Tb927_10_v5.1:2027471..2027510:r	Tb927_10_v5.1:2027035..2027146:r
Tb927.10.8190	Tb927_10_v5.1:2038139..2038211:r	Tb927_10_v5.1:2036237..2036524:r
Tb927.10.8210	Tb927_10_v5.1:2041280..2041282:r	Tb927_10_v5.1:2039442..2039515:r
Tb927.10.8240	Tb927_10_v5.1:2046582..2046659:r	Tb927_10_v5.1:2045441..2045456:r
Tb927.10.8250	Tb927_10_v5.1:2047610..2047622:r	Tb927_10_v5.1:2046777..2046814:r
Tb927.10.8270	Tb927_10_v5.1:2050833..2050863:r	Tb927_10_v5.1:2048540..2048609:r
Tb927.10.8330	Tb927_10_v5.1:2058839..2058905:r	Tb927_10_v5.1:2057803..2058130:r
Tb927.10.8390	Tb927_10_v5.1:2069139..2069138	Tb927_10_v5.1:2080305..2080594
Tb927.10.8400	Tb927_10_v5.1:2080709..2080716	Tb927_10_v5.1:2081602..2081893
Tb927.10.8440	Tb927_10_v5.1:2093412..2093458	Tb927_10_v5.1:2095043..2095677
Tb927.10.8450	Tb927_10_v5.1:2095805..2095851	Tb927_10_v5.1:2097436..2098045
Tb927.10.8500	Tb927_10_v5.1:2108100..2108146	Tb927_10_v5.1:2109737..2110536
Tb927.10.8510	Tb927_10_v5.1:2110665..2110711	Tb927_10_v5.1:2112302..2113065
Tb927.10.8540	Tb927_10_v5.1:2118238..2118252	Tb927_10_v5.1:2119264..2119728
Tb927.10.8560	Tb927_10_v5.1:2119953..2120112	Tb927_10_v5.1:2120794..2121098
Tb927.10.8590	Tb927_10_v5.1:2125564..2125599	Tb927_10_v5.1:2129437..2130171
Tb927.10.8610	Tb927_10_v5.1:2134563..2134651	Tb927_10_v5.1:2137310..2137504
Tb927.10.8680	Tb927_10_v5.1:2145299..2145394	Tb927_10_v5.1:2146736..2148165
Tb927.10.8690	Tb927_10_v5.1:2148299..2148362	Tb927_10_v5.1:2149374..2150046
Tb927.10.8700	Tb927_10_v5.1:2150196..2150409	Tb927_10_v5.1:2150674..2151534
Tb927.10.8710	Tb927_10_v5.1:2151670..2151777	Tb927_10_v5.1:2152276..2152620
Tb927.10.8730	Tb927_10_v5.1:2155974..2156158	Tb927_10_v5.1:2157749..2159603
Tb927.10.8750	Tb927_10_v5.1:2159773..2159804	Tb927_10_v5.1:2160828..2161227
Tb927.10.8760	Tb927_10_v5.1:2161384..2161515	Tb927_10_v5.1:2162374..2162831
Tb927.10.8780	Tb927_10_v5.1:2165205..2165296	Tb927_10_v5.1:2171807..2171976
Tb927.10.8790	Tb927_10_v5.1:2172142..2172209	Tb927_10_v5.1:2173008..2173462
Tb927.10.8800	Tb927_10_v5.1:2173633..2173803	Tb927_10_v5.1:2175565..2176164
Tb927.10.8810	Tb927_10_v5.1:2176277..2176297	Tb927_10_v5.1:2179028..2179317
Tb927.10.8830	Tb927_10_v5.1:2183349..2183968	Tb927_10_v5.1:2185727..2188475
Tb927.10.8840	Tb927_10_v5.1:2188631..2188635	Tb927_10_v5.1:2189485..2189882
Tb927.10.8850	Tb927_10_v5.1:2190010..2190396	Tb927_10_v5.1:2192155..2192618
Tb927.10.8860	Tb927_10_v5.1:2192760..2192782	Tb927_10_v5.1:2194424..2195648
Tb927.10.8870	Tb927_10_v5.1:2195868..2195914	Tb927_10_v5.1:2196782..2197116
Tb927.10.8890	Tb927_10_v5.1:2199070..2199361	Tb927_10_v5.1:2199992..2202419
Tb927.10.8900	Tb927_10_v5.1:2203133..2203526	Tb927_10_v5.1:2204826..2207871
Tb927.10.8910	Tb927_10_v5.1:2208024..2208410	Tb927_10_v5.1:2213406..2213627
Tb927.10.8930	Tb927_10_v5.1:2215489..2215937	Tb927_10_v5.1:2218071..2218476
Tb927.10.8940	Tb927_10_v5.1:2219386..2219489	Tb927_10_v5.1:2220726..2222879
Tb927.10.8950	Tb927_10_v5.1:2223081..2223103	Tb927_10_v5.1:2223485..2224073
Tb927.10.8970	Tb927_10_v5.1:2226076..2226098	Tb927_10_v5.1:2226483..2226853
Tb927.10.8980	Tb927_10_v5.1:2227030..2227156	Tb927_10_v5.1:2227667..2228146
Tb927.10.8990	Tb927_10_v5.1:2228357..2228390	Tb927_10_v5.1:2229648..2229732
Tb927.10.9025	Tb927_10_v5.1:2237783..2237931	Tb927_10_v5.1:2238082..2238434
Tb927.10.9030	Tb927_10_v5.1:2238579..2238631	Tb927_10_v5.1:2239148..2239292
Tb927.10.9080	Tb927_10_v5.1:2250675..2250744	Tb927_10_v5.1:2252668..2253662
Tb927.10.9100	Tb927_10_v5.1:2256502..2256504	Tb927_10_v5.1:2258749..2258889
Tb927.10.9110	Tb927_10_v5.1:2258965..2258990	Tb927_10_v5.1:2259948..2260032
Tb927.10.9140	Tb927_10_v5.1:2264513..2264621	Tb927_10_v5.1:2266557..2266611
Tb927.10.9170	Tb927_10_v5.1:2270565..2270680	Tb927_10_v5.1:2271227..2271581
Tb927.10.9180	Tb927_10_v5.1:2271715..2271739	Tb927_10_v5.1:2272997..2274149
Tb927.10.9200	Tb927_10_v5.1:2278764..2278830	Tb927_10_v5.1:2280073..2280406
Tb927.10.9210	Tb927_10_v5.1:2280551..2280636	Tb927_10_v5.1:2282251..2282320
Tb927.10.9220	Tb927_10_v5.1:2282437..2282770	Tb927_10_v5.1:2283437..2286091
Tb927.10.9230	Tb927_10_v5.1:2286219..2286284	Tb927_10_v5.1:2288595..2289004
Tb927.10.9240	Tb927_10_v5.1:2289156..2289347	Tb927_10_v5.1:2290446..2291480
Tb927.10.9260	Tb927_10_v5.1:2293378..2293623	Tb927_10_v5.1:2294599..2295090
Tb927.10.9280	Tb927_10_v5.1:2297231..2297272	Tb927_10_v5.1:2300147..2300351
Tb927.10.9310	Tb927_10_v5.1:2303979..2304145	Tb927_10_v5.1:2305196..2305805
Tb927.10.9330	Tb927_10_v5.1:2309533..2309654	Tb927_10_v5.1:2311467..2313729
Tb927.10.9350	Tb927_10_v5.1:2313926..2313977	Tb927_10_v5.1:2316546..2316700
Tb927.10.9360	Tb927_10_v5.1:2316844..2317019	Tb927_10_v5.1:2318583..2319426
Tb927.10.9370	Tb927_10_v5.1:2319557..2319586	Tb927_10_v5.1:2320622..2320906
Tb927.10.9420	Tb927_10_v5.1:2327147..2327234	Tb927_10_v5.1:2328834..2328983
Tb927.10.9430	Tb927_10_v5.1:2329126..2329246	Tb927_10_v5.1:2330381..2331130
Tb927.10.9450	Tb927_10_v5.1:2337602..2337652	Tb927_10_v5.1:2338406..2338639
Tb927.10.9510	Tb927_10_v5.1:2350151..2350181	Tb927_10_v5.1:2350785..2350959
Tb927.10.9550	Tb927_10_v5.1:2357428..2357493	Tb927_10_v5.1:2358034..2358753
Tb927.10.9560	Tb927_10_v5.1:2358887..2358931	Tb927_10_v5.1:2359937..2360121
Tb927.10.9640	Tb927_10_v5.1:2374995..2375340	Tb927_10_v5.1:2376367..2377306
Tb927.10.9650	Tb927_10_v5.1:2377468..2377683	Tb927_10_v5.1:2381905..2382234
Tb927.10.9670	Tb927_10_v5.1:2384901..2385058	Tb927_10_v5.1:2387993..2388272
Tb927.10.9700	Tb927_10_v5.1:2397782..2398219	Tb927_10_v5.1:2401766..2403112
Tb927.10.9720	Tb927_10_v5.1:2403205..2403395	Tb927_10_v5.1:2405172..2405485
Tb927.10.9770	Tb927_10_v5.1:2419664..2419718	Tb927_10_v5.1:2422074..2422143
Tb927.10.9820	Tb927_10_v5.1:2429554..2429633	Tb927_10_v5.1:2431662..2431911
Tb927.10.9830	Tb927_10_v5.1:2432074..2432158	Tb927_10_v5.1:2432633..2433231
Tb927.10.9850	Tb927_10_v5.1:2434818..2434923	Tb927_10_v5.1:2436613..2436977
Tb927.10.9870	Tb927_10_v5.1:2439033..2439062	Tb927_10_v5.1:2439861..2440295
Tb927.10.9890	Tb927_10_v5.1:2442198..2442362	Tb927_10_v5.1:2444979..2445500
Tb927.10.9930	Tb927_10_v5.1:2453502..2453769	Tb927_10_v5.1:2455543..2455672
Tb927.10.9960	Tb927_10_v5.1:2458238..2458382	Tb927_10_v5.1:2459763..2459837
Tb927.10.9980	Tb927_10_v5.1:2463604..2463678	Tb927_10_v5.1:2464705..2464744
Tb927.10.10010	Tb927_10_v5.1:2468670..2468707	Tb927_10_v5.1:2469389..2469551
Tb927.10.10030	Tb927_10_v5.1:2472479..2472583	Tb927_10_v5.1:2472887..2473176
Tb927.10.10040	Tb927_10_v5.1:2473344..2473503	Tb927_10_v5.1:2473909..2473908
Tb927.10.10050	Tb927_10_v5.1:2474041..2475034	Tb927_10_v5.1:2478701..2481062
Tb927.10.10070	Tb927_10_v5.1:2481212..2482193	Tb927_10_v5.1:2483862..2484041
Tb927.10.10080	Tb927_10_v5.1:2484217..2484231	Tb927_10_v5.1:2484673..2485137
Tb927.10.10170	Tb927_10_v5.1:2502312..2502369	Tb927_10_v5.1:2503705..2503784
Tb927.10.10200	Tb927_10_v5.1:2508338..2508592	Tb927_10_v5.1:2510003..2510687
Tb927.10.10210	Tb927_10_v5.1:2512814..2512823:r	Tb927_10_v5.1:2511653..2511691:r
Tb927.10.10220	Tb927_10_v5.1:2514139..2514152:r	Tb927_10_v5.1:2512922..2512929:r
Tb927.10.10230	Tb927_10_v5.1:2515373..2515375:r	Tb927_10_v5.1:2514250..2514259:r
Tb927.10.10240	Tb927_10_v5.1:2516609..2516616:r	Tb927_10_v5.1:2515445..2515453:r
Tb927.10.10280	Tb927_10_v5.1:2531787..2531866:r	Tb927_10_v5.1:2523870..2524670:r
Tb927.10.10290	Tb927_10_v5.1:2532666..2532729:r	Tb927_10_v5.1:2531959..2532116:r
Tb927.10.10320	Tb927_10_v5.1:2537737..2537840:r	Tb927_10_v5.1:2537083..2537406:r
Tb927.10.10340	Tb927_10_v5.1:2544041..2544047:r	Tb927_10_v5.1:2539887..2540512:r
Tb927.10.10360	Tb927_10_v5.1:2558503..2558648:r	Tb927_10_v5.1:2548094..2548905:r
Tb927.10.10380	Tb927_10_v5.1:2561329..2561473:r	Tb927_10_v5.1:2559650..2559765:r
Tb927.10.10390	Tb927_10_v5.1:2563761..2563871:r	Tb927_10_v5.1:2561592..2562281:r
Tb927.10.10410	Tb927_10_v5.1:2567587..2567591:r	Tb927_10_v5.1:2565281..2565450:r
Tb927.10.10430	Tb927_10_v5.1:2569540..2569588:r	Tb927_10_v5.1:2568429..2568504:r
Tb927.10.10440	Tb927_10_v5.1:2571208..2571211:r	Tb927_10_v5.1:2569716..2570064:r
Tb927.10.10445	Tb927_10_v5.1:2571651..2571705:r	Tb927_10_v5.1:2571255..2571311:r
Tb927.10.10460	Tb927_10_v5.1:2572554..2572608:r	Tb927_10_v5.1:2571833..2572214:r
Tb927.10.10510	Tb927_10_v5.1:2577089..2577135:r	Tb927_10_v5.1:2576427..2576749:r
Tb927.10.10520	Tb927_10_v5.1:2578900..2578954:r	Tb927_10_v5.1:2578198..2578560:r
Tb927.10.10515	Tb927_10_v5.1:2577997..2578034:r	Tb927_10_v5.1:2577274..2577657:r
Tb927.10.10560	Tb927_10_v5.1:2582527..2582581:r	Tb927_10_v5.1:2581804..2582187:r
Tb927.10.10570	Tb927_10_v5.1:2583435..2583489:r	Tb927_10_v5.1:2582703..2583095:r
Tb927.10.10610	Tb927_10_v5.1:2587695..2587759:r	Tb927_10_v5.1:2586135..2587004:r
Tb927.10.10680	Tb927_10_v5.1:2598549..2598555:r	Tb927_10_v5.1:2595345..2595566:r
Tb927.10.10690	Tb927_10_v5.1:2600552..2600583:r	Tb927_10_v5.1:2598718..2599399:r
Tb927.10.10700	Tb927_10_v5.1:2602127..2602136:r	Tb927_10_v5.1:2600705..2601058:r
Tb927.10.10730	Tb927_10_v5.1:2610294..2610316:r	Tb927_10_v5.1:2605552..2605763:r
Tb927.10.10740	Tb927_10_v5.1:2612963..2612979:r	Tb927_10_v5.1:2610491..2611258:r
Tb927.10.10750	Tb927_10_v5.1:2618048..2618191:r	Tb927_10_v5.1:2613107..2613334:r
Tb927.10.10770	Tb927_10_v5.1:2621654..2621735:r	Tb927_10_v5.1:2619259..2619796:r
Tb927.10.10780	Tb927_10_v5.1:2622937..2622965:r	Tb927_10_v5.1:2621862..2622291:r
Tb927.10.10800	Tb927_10_v5.1:2624939..2625065:r	Tb927_10_v5.1:2623052..2623579:r
Tb927.10.10810	Tb927_10_v5.1:2628800..2628853:r	Tb927_10_v5.1:2625199..2626942:r
Tb927.10.10820	Tb927_10_v5.1:2630066..2630111:r	Tb927_10_v5.1:2628980..2629063:r
Tb927.10.10840	Tb927_10_v5.1:2634753..2634775:r	Tb927_10_v5.1:2631659..2633042:r
Tb927.10.10870	Tb927_10_v5.1:2652114..2652172:r	Tb927_10_v5.1:2650080..2650400:r
Tb927.10.11010	Tb927_10_v5.1:2687899..2688023:r	Tb927_10_v5.1:2686542..2687001:r
Tb927.10.11020	Tb927_10_v5.1:2692230..2692273:r	Tb927_10_v5.1:2688814..2689373:r
Tb927.10.11030	Tb927_10_v5.1:2693615..2693651:r	Tb927_10_v5.1:2692865..2693311:r
Tb927.10.11070	Tb927_10_v5.1:2700370..2700472:r	Tb927_10_v5.1:2698798..2698917:r
Tb927.10.11100	Tb927_10_v5.1:2713403..2713413:r	Tb927_10_v5.1:2711346..2711695:r
Tb927.10.11110	Tb927_10_v5.1:2716523..2716740:r	Tb927_10_v5.1:2713555..2713984:r
Tb927.10.11120	Tb927_10_v5.1:2717681..2717847:r	Tb927_10_v5.1:2716866..2716930:r
Tb927.10.11130	Tb927_10_v5.1:2720929..2720950:r	Tb927_10_v5.1:2717955..2717994:r
Tb927.10.11140	Tb927_10_v5.1:2726380..2726762:r	Tb927_10_v5.1:2721114..2721708:r
Tb927.10.11150	Tb927_10_v5.1:2729381..2729676:r	Tb927_10_v5.1:2727515..2728699:r
Tb927.10.11180	Tb927_10_v5.1:2739411..2739416:r	Tb927_10_v5.1:2737001..2737145:r
Tb927.10.11190	Tb927_10_v5.1:2741223..2741279:r	Tb927_10_v5.1:2739597..2739761:r
Tb927.10.11200	Tb927_10_v5.1:2742065..2742087:r	Tb927_10_v5.1:2741368..2741707:r
Tb927.10.11210	Tb927_10_v5.1:2744595..2744603:r	Tb927_10_v5.1:2742939..2743178:r
Tb927.10.11250	Tb927_10_v5.1:2751995..2752013:r	Tb927_10_v5.1:2749201..2749375:r
Tb927.10.11290	Tb927_10_v5.1:2758780..2759039	Tb927_10_v5.1:2760102..2760251
Tb927.10.11310	Tb927_10_v5.1:2761296..2761334	Tb927_10_v5.1:2762577..2762731
Tb927.10.11370	Tb927_10_v5.1:2774861..2775041	Tb927_10_v5.1:2775483..2775670
Tb927.10.11420	Tb927_10_v5.1:2781564..2781584	Tb927_10_v5.1:2783766..2783837
Tb927.10.11440	Tb927_10_v5.1:2788219..2788395	Tb927_10_v5.1:2791096..2793701
Tb927.10.11450	Tb927_10_v5.1:2793889..2794185	Tb927_10_v5.1:2796376..2798910
Tb927.10.11470	Tb927_10_v5.1:2799000..2799017	Tb927_10_v5.1:2803104..2803313
Tb927.10.11480	Tb927_10_v5.1:2803408..2803448	Tb927_10_v5.1:2805363..2805847
Tb927.10.11500	Tb927_10_v5.1:2805998..2806110	Tb927_10_v5.1:2807125..2807474
Tb927.10.11550	Tb927_10_v5.1:2813398..2813491	Tb927_10_v5.1:2815721..2816535
Tb927.10.11600	Tb927_10_v5.1:2830093..2830096	Tb927_10_v5.1:2831897..2832586
Tb927.10.11620	Tb927_10_v5.1:2833851..2833872	Tb927_10_v5.1:2837176..2837565
Tb927.10.11630	Tb927_10_v5.1:2837673..2838544	Tb927_10_v5.1:2840450..2844538
Tb927.10.11640	Tb927_10_v5.1:2844685..2845201	Tb927_10_v5.1:2846678..2847032
Tb927.10.11650	Tb927_10_v5.1:2847194..2848231	Tb927_10_v5.1:2848718..2849717
Tb927.10.11660	Tb927_10_v5.1:2849885..2850016	Tb927_10_v5.1:2851379..2851468
Tb927.10.11670	Tb927_10_v5.1:2851624..2851639	Tb927_10_v5.1:2852723..2852862
Tb927.10.11680	Tb927_10_v5.1:2853032..2853191	Tb927_10_v5.1:2856150..2856844
Tb927.10.11690	Tb927_10_v5.1:2857016..2857192	Tb927_10_v5.1:2858648..2858797
Tb927.10.11700	Tb927_10_v5.1:2858993..2859116	Tb927_10_v5.1:2859738..2861209
Tb927.10.11720	Tb927_10_v5.1:2861425..2861483	Tb927_10_v5.1:2863827..2864300
Tb927.10.11730	Tb927_10_v5.1:2864476..2864591	Tb927_10_v5.1:2866863..2867667
Tb927.10.11750	Tb927_10_v5.1:2867826..2867915	Tb927_10_v5.1:2868585..2868844
Tb927.10.11760	Tb927_10_v5.1:2869017..2869424	Tb927_10_v5.1:2871957..2876499
Tb927.10.11780	Tb927_10_v5.1:2878539..2878762	Tb927_10_v5.1:2882255..2882866
Tb927.10.11820	Tb927_10_v5.1:2887322..2887348	Tb927_10_v5.1:2888354..2888665
Tb927.10.11840	Tb927_10_v5.1:2890804..2890930	Tb927_10_v5.1:2892293..2892587
Tb927.10.11850	Tb927_10_v5.1:2892716..2892760	Tb927_10_v5.1:2896076..2896125
Tb927.10.11870	Tb927_10_v5.1:2898144..2898294	Tb927_10_v5.1:2899228..2899517
Tb927.10.11990	Tb927_10_v5.1:2918687..2918710	Tb927_10_v5.1:2919359..2919461
Tb927.10.12010	Tb927_10_v5.1:2920904..2921086	Tb927_10_v5.1:2921519..2921678
Tb927.10.12020	Tb927_10_v5.1:2921807..2922026	Tb927_10_v5.1:2923197..2923253
Tb927.10.12040	Tb927_10_v5.1:2928005..2928032	Tb927_10_v5.1:2929275..2931787
Tb927.10.12060	Tb927_10_v5.1:2936184..2936305	Tb927_10_v5.1:2940788..2942592
Tb927.10.12120	Tb927_10_v5.1:2948616..2948637	Tb927_10_v5.1:2955217..2956206
Tb927.10.12140	Tb927_10_v5.1:2959213..2959416	Tb927_10_v5.1:2961793..2962067
Tb927.10.12150	Tb927_10_v5.1:2962184..2962199	Tb927_10_v5.1:2963556..2963625
Tb927.10.12160	Tb927_10_v5.1:2963744..2963852	Tb927_10_v5.1:2964966..2965155
Tb927.10.12190	Tb927_10_v5.1:2969428..2969488	Tb927_10_v5.1:2970128..2970757
Tb927.10.12220	Tb927_10_v5.1:2973076..2973111	Tb927_10_v5.1:2974222..2974286
Tb927.10.12250	Tb927_10_v5.1:2977681..2977691	Tb927_10_v5.1:2980071..2980100
Tb927.10.12270	Tb927_10_v5.1:2982761..2982839	Tb927_10_v5.1:2983647..2983786
Tb927.10.12310	Tb927_10_v5.1:2990535..2990537:r	Tb927_10_v5.1:2987671..2987765:r
Tb927.10.12320	Tb927_10_v5.1:2992073..2992084:r	Tb927_10_v5.1:2990701..2990860:r
Tb927.10.12370	Tb927_10_v5.1:3002188..3002239:r	Tb927_10_v5.1:2999503..3000147:r
Tb927.10.12380	Tb927_10_v5.1:3004164..3004215:r	Tb927_10_v5.1:3002336..3002420:r
Tb927.10.12390	Tb927_10_v5.1:3005875..3005948:r	Tb927_10_v5.1:3004916..3005097:r
Tb927.10.12400	Tb927_10_v5.1:3008698..3008755:r	Tb927_10_v5.1:3006046..3007248:r
Tb927.10.12430	Tb927_10_v5.1:3012844..3013033:r	Tb927_10_v5.1:3010779..3010893:r
Tb927.10.12450	Tb927_10_v5.1:3017101..3017148:r	Tb927_10_v5.1:3016073..3016482:r
Tb927.10.12460	Tb927_10_v5.1:3018012..3018050:r	Tb927_10_v5.1:3017303..3017567:r
Tb927.10.12480	Tb927_10_v5.1:3023251..3023315:r	Tb927_10_v5.1:3020796..3022197:r
Tb927.10.12500	Tb927_10_v5.1:3033681..3033722:r	Tb927_10_v5.1:3028704..3030941:r
Tb927.10.12510	Tb927_10_v5.1:3037393..3037434:r	Tb927_10_v5.1:3033826..3034629:r
Tb927.10.12530	Tb927_10_v5.1:3041067..3041176:r	Tb927_10_v5.1:3040527..3040565:r
Tb927.10.12550	Tb927_10_v5.1:3045880..3045895:r	Tb927_10_v5.1:3044828..3044988:r
Tb927.10.12590	Tb927_10_v5.1:3054149..3054182:r	Tb927_10_v5.1:3051241..3051346:r
Tb927.10.12620	Tb927_10_v5.1:3061030..3061269:r	Tb927_10_v5.1:3056302..3057666:r
Tb927.10.12660	Tb927_10_v5.1:3075674..3076108:r	Tb927_10_v5.1:3066117..3073129:r
Tb927.10.12690	Tb927_10_v5.1:3082273..3082315:r	Tb927_10_v5.1:3080992..3081225:r
Tb927.10.12700	Tb927_10_v5.1:3084649..3084858:r	Tb927_10_v5.1:3082427..3083511:r
Tb927.10.12710	Tb927_10_v5.1:3088035..3088116:r	Tb927_10_v5.1:3084930..3085598:r
Tb927.10.12740	Tb927_10_v5.1:3095729..3095922:r	Tb927_10_v5.1:3091569..3094303:r
Tb927.10.12760	Tb927_10_v5.1:3101112..3101266:r	Tb927_10_v5.1:3096530..3100160:r
Tb927.10.12780	Tb927_10_v5.1:3104851..3104940:r	Tb927_10_v5.1:3101377..3103989:r
Tb927.10.12800	Tb927_10_v5.1:3109858..3109935:r	Tb927_10_v5.1:3105082..3109014:r
Tb927.10.12840	Tb927_10_v5.1:3121240..3121240:r	Tb927_10_v5.1:3119020..3120237:r
Tb927.10.12850	Tb927_10_v5.1:3122931..3123224:r	Tb927_10_v5.1:3121361..3121781:r
Tb927.10.12860	Tb927_10_v5.1:3125455..3125480:r	Tb927_10_v5.1:3123318..3123369:r
Tb927.10.12880	Tb927_10_v5.1:3131412..3131451:r	Tb927_10_v5.1:3129880..3130088:r
Tb927.10.12890	Tb927_10_v5.1:3134438..3134463:r	Tb927_10_v5.1:3131572..3132289:r
Tb927.10.12900	Tb927_10_v5.1:3135472..3135489:r	Tb927_10_v5.1:3134569..3135000:r
Tb927.10.12920	Tb927_10_v5.1:3142326..3142566:r	Tb927_10_v5.1:3138639..3139217:r
Tb927.10.12940	Tb927_10_v5.1:3146381..3146772:r	Tb927_10_v5.1:3144042..3145405:r
Tb927.10.12950	Tb927_10_v5.1:3149811..3149879:r	Tb927_10_v5.1:3146858..3146930:r
Tb927.10.12990	Tb927_10_v5.1:3156368..3156392:r	Tb927_10_v5.1:3155402..3155476:r
Tb927.10.13000	Tb927_10_v5.1:3158609..3158767:r	Tb927_10_v5.1:3156538..3156745:r
Tb927.10.13010	Tb927_10_v5.1:3161731..3161901:r	Tb927_10_v5.1:3158885..3160716:r
Tb927.10.13020	Tb927_10_v5.1:3164863..3164869:r	Tb927_10_v5.1:3161998..3162114:r
Tb927.10.13040	Tb927_10_v5.1:3172064..3172253	Tb927_10_v5.1:3175884..3176519
Tb927.10.13070	Tb927_10_v5.1:3184916..3184956:r	Tb927_10_v5.1:3180137..3181159:r
Tb927.10.13090	Tb927_10_v5.1:3188261..3188307:r	Tb927_10_v5.1:3185115..3186496:r
Tb927.10.13100	Tb927_10_v5.1:3190692..3190795:r	Tb927_10_v5.1:3189103..3189374:r
Tb927.10.13110	Tb927_10_v5.1:3191788..3191948:r	Tb927_10_v5.1:3190951..3191430:r
Tb927.10.13150	Tb927_10_v5.1:3199962..3200019:r	Tb927_10_v5.1:3197123..3197402:r
Tb927.10.13160	Tb927_10_v5.1:3201897..3201948:r	Tb927_10_v5.1:3200174..3200303:r
Tb927.10.13170	Tb927_10_v5.1:3204293..3204322:r	Tb927_10_v5.1:3202131..3203260:r
Tb927.10.13180	Tb927_10_v5.1:3208357..3208384:r	Tb927_10_v5.1:3204396..3204645:r
Tb927.10.13190	Tb927_10_v5.1:3210031..3210138:r	Tb927_10_v5.1:3208493..3208872:r
Tb927.10.13200	Tb927_10_v5.1:3213099..3213116:r	Tb927_10_v5.1:3210259..3210311:r
Tb927.10.13210	Tb927_10_v5.1:3215302..3215335:r	Tb927_10_v5.1:3213249..3213468:r
Tb927.10.13220	Tb927_10_v5.1:3218328..3218415:r	Tb927_10_v5.1:3215466..3215585:r
Tb927.10.13230	Tb927_10_v5.1:3220885..3220901:r	Tb927_10_v5.1:3218564..3219513:r
Tb927.10.13240	Tb927_10_v5.1:3223330..3223362:r	Tb927_10_v5.1:3221053..3221469:r
Tb927.10.13270	Tb927_10_v5.1:3237745..3237852:r	Tb927_10_v5.1:3234745..3234924:r
Tb927.10.13280	Tb927_10_v5.1:3246021..3246138:r	Tb927_10_v5.1:3237980..3238199:r
Tb927.10.13300	Tb927_10_v5.1:3249080..3249399:r	Tb927_10_v5.1:3248111..3248230:r
Tb927.10.13320	Tb927_10_v5.1:3251659..3251689:r	Tb927_10_v5.1:3250819..3250998:r
Tb927.10.13335	Tb927_10_v5.1:3257540..3257725:r	Tb927_10_v5.1:3257152..3257251:r
Tb927.10.13360	Tb927_10_v5.1:3264605..3264780:r	Tb927_10_v5.1:3261917..3263191:r
Tb927.10.13430	Tb927_10_v5.1:3279125..3279258:r	Tb927_10_v5.1:3275644..3277669:r
Tb927.10.13440	Tb927_10_v5.1:3281539..3281654:r	Tb927_10_v5.1:3279427..3279969:r
Tb927.10.13470	Tb927_10_v5.1:3290855..3290909:r	Tb927_10_v5.1:3287516..3288205:r
Tb927.10.13540	Tb927_10_v5.1:3305688..3305825:r	Tb927_10_v5.1:3303454..3304583:r
Tb927.10.13550	Tb927_10_v5.1:3310886..3310895:r	Tb927_10_v5.1:3307181..3307744:r
Tb927.10.13570	Tb927_10_v5.1:3318777..3318778:r	Tb927_10_v5.1:3317681..3317750:r
Tb927.10.13590	Tb927_10_v5.1:3323819..3323854:r	Tb927_10_v5.1:3320837..3320986:r
Tb927.10.13630	Tb927_10_v5.1:3332844..3332858:r	Tb927_10_v5.1:3329919..3330419:r
Tb927.10.13640	Tb927_10_v5.1:3334660..3334669:r	Tb927_10_v5.1:3332989..3333288:r
Tb927.10.13650	Tb927_10_v5.1:3335432..3335449:r	Tb927_10_v5.1:3334848..3335047:r
Tb927.10.13670	Tb927_10_v5.1:3341500..3341523:r	Tb927_10_v5.1:3338821..3340080:r
Tb927.10.13680	Tb927_10_v5.1:3344408..3344408:r	Tb927_10_v5.1:3341687..3342316:r
Tb927.10.13720	Tb927_10_v5.1:3352940..3352972:r	Tb927_10_v5.1:3351366..3351805:r
Tb927.10.13740	Tb927_10_v5.1:3357850..3358179:r	Tb927_10_v5.1:3355225..3356064:r
Tb927.10.13770	Tb927_10_v5.1:3361048..3361107:r	Tb927_10_v5.1:3360530..3360705:r
Tb927.10.13750	Tb927_10_v5.1:3359290..3359313:r	Tb927_10_v5.1:3358299..3358401:r
Tb927.10.13760	Tb927_10_v5.1:3360224..3360363:r	Tb927_10_v5.1:3359450..3359569:r
Tb927.10.13790	Tb927_10_v5.1:3369932..3369991:r	Tb927_10_v5.1:3366359..3367888:r
Tb927.10.13810	Tb927_10_v5.1:3374726..3374787:r	Tb927_10_v5.1:3374164..3374383:r
Tb927.10.13820	Tb927_10_v5.1:3375794..3376115:r	Tb927_10_v5.1:3374838..3375007:r
Tb927.10.13840	Tb927_10_v5.1:3380275..3380403:r	Tb927_10_v5.1:3378315..3379245:r
Tb927.10.13850	Tb927_10_v5.1:3381977..3382087:r	Tb927_10_v5.1:3380534..3380833:r
Tb927.10.13950	Tb927_10_v5.1:3400990..3401080:r	Tb927_10_v5.1:3400171..3400290:r
