,Chromosome,Peak_Start,Peak_End,Peak_Name,UTR_Start,UTR_End,UTR_Gene_ID,UTR_Strand,UTR_Peak_overlap,Control_total,Control_F,Control_R,Treatment_total,Treatment_F,Treatment_R,Treatment_fraction_F,Treatment_fraction_R,Treatment_total_corrected_F,Treatment_total_corrected_R,download_seq,is_fully_contained
1341,Tb927_09_v5.1,1870388,1870703,NA_peak_2134,1870545,1870648,Tb927.9.11960,+,103,0,0,0,55,0,0,,,,,Tb927_09_v5.1:1870545..1870648:f,False
1342,Tb927_09_v5.1,1879575,1880922,NA_peak_2135,1879102,1879866,Tb927.9.12040,+,291,182,9,2,551,11,14,0.44,0.56,242.44,308.56,Tb927_09_v5.1:1879575..1879866:f,False
1343,Tb927_09_v5.1,1895906,1898111,NA_peak_2136,1895815,1896679,Tb927.9.12110,+,773,3431,96,52,30265,872,108,0.889795918367347,0.11020408163265305,26929.673469387755,3335.3265306122444,Tb927_09_v5.1:1895906..1896679:f,False
1345,Tb927_09_v5.1,1903236,1905385,NA_peak_2137,1903115,1907340,Tb927.9.12170,+,2149,504,10,10,3218,18,69,0.20689655172413793,0.7931034482758621,665.7931034482758,2552.206896551724,Tb927_09_v5.1:1903236..1905385:f,True
1346,Tb927_09_v5.1,1906492,1907536,NA_peak_2138,1903115,1907340,Tb927.9.12170,+,848,2495,93,112,8609,93,462,0.16756756756756758,0.8324324324324324,1442.5891891891893,7166.41081081081,Tb927_09_v5.1:1906492..1907340:f,False
1347,Tb927_09_v5.1,1920646,1923387,NA_peak_2140,1920118,1921229,Tb927.9.12320,+,583,5053,107,50,25095,550,65,0.8943089430894309,0.10569105691056913,22442.682926829268,2652.3170731707323,Tb927_09_v5.1:1920646..1921229:f,False
1349,Tb927_09_v5.1,1925125,1925654,NA_peak_2141,1925149,1927108,Tb927.9.12340,+,505,4,1,0,2193,277,5,0.9822695035460993,0.01773049645390068,2154.117021276596,38.88297872340419,Tb927_09_v5.1:1925149..1925654:f,False
1350,Tb927_09_v5.1,1946962,1948147,NA_peak_2143,1947132,1947851,Tb927.9.12450,+,719,263,27,6,9637,48,505,0.0867992766726944,0.9132007233273056,836.4846292947559,8800.515370705245,Tb927_09_v5.1:1947132..1947851:f,False
1351,Tb927_09_v5.1,1949165,1950043,NA_peak_2144,1949093,1949170,Tb927.9.12470,+,5,81,3,5,873,0,55,0.0,1.0,0.0,873.0,Tb927_09_v5.1:1949165..1949170:f,False
1352,Tb927_09_v5.1,1950762,1951629,NA_peak_2145,1950496,1950935,Tb927.9.12480,+,173,725,69,0,5539,442,0,1.0,0.0,5539.0,0.0,Tb927_09_v5.1:1950762..1950935:f,False
1353,Tb927_09_v5.1,1961208,1961783,NA_peak_2146,1961545,1964619,Tb927.9.12510,+,238,555,75,4,1620,63,0,1.0,0.0,1620.0,0.0,Tb927_09_v5.1:1961545..1961783:f,False
1354,Tb927_09_v5.1,1961815,1962131,NA_peak_2147,1961545,1964619,Tb927.9.12510,+,316,583,0,27,1292,2,0,1.0,0.0,1292.0,0.0,Tb927_09_v5.1:1961815..1962131:f,True
1355,Tb927_09_v5.1,1964144,1966447,NA_peak_2148,1961545,1964619,Tb927.9.12510,+,475,4862,213,35,41511,1251,181,0.8736033519553073,0.12639664804469275,36264.14874301676,5246.851256983241,Tb927_09_v5.1:1964144..1964619:f,False
1356,Tb927_09_v5.1,1995525,1996427,NA_peak_2149,1994874,1995699,Tb927.9.12690,+,174,1314,112,5,4160,303,26,0.9209726443768997,0.07902735562310026,3831.246200607903,328.7537993920971,Tb927_09_v5.1:1995525..1995699:f,False
1357,Tb927_09_v5.1,1997693,1999279,NA_peak_2150,1997309,1998622,Tb927.9.12700,+,929,1861,55,80,9805,393,91,0.8119834710743802,0.18801652892561982,7961.497933884298,1843.5020661157023,Tb927_09_v5.1:1997693..1998622:f,False
1358,Tb927_09_v5.1,2003629,2004607,NA_peak_2151,2003700,2004397,Tb927.9.12730,+,697,1448,2,94,11835,19,709,0.0260989010989011,0.9739010989010989,308.88049450549454,11526.119505494506,Tb927_09_v5.1:2003700..2004397:f,False
1359,Tb927_09_v5.1,2005957,2006817,NA_peak_2152,2005886,2006094,Tb927.9.12740,+,137,5256,252,260,14902,360,871,0.2924451665312754,0.7075548334687246,4358.0178716490655,10543.982128350934,Tb927_09_v5.1:2005957..2006094:f,False
1360,Tb927_09_v5.1,2012311,2012939,NA_peak_2153,2012587,2012716,Tb927.9.12770,+,129,7,1,0,171,0,0,,,,,Tb927_09_v5.1:2012587..2012716:f,False
1361,Tb927_09_v5.1,2019322,2020899,NA_peak_2156,2019076,2020712,Tb927.9.12790,+,1390,1136,83,13,5072,53,211,0.20075757575757575,0.7992424242424243,1018.2424242424241,4053.757575757576,Tb927_09_v5.1:2019322..2020712:f,False
1362,Tb927_09_v5.1,2024000,2025158,NA_peak_2157,2024222,2024574,Tb927.9.12800,+,352,961,37,41,5629,317,0,1.0,0.0,5629.0,0.0,Tb927_09_v5.1:2024222..2024574:f,False
1363,Tb927_09_v5.1,2027092,2028398,NA_peak_2158,2027081,2027580,Tb927.9.12820,+,488,934,18,37,4642,224,26,0.896,0.10399999999999998,4159.232,482.7679999999999,Tb927_09_v5.1:2027092..2027580:f,False
1364,Tb927_09_v5.1,2029491,2030881,NA_peak_2159,2029662,2030892,Tb927.9.12830,+,1219,507,29,13,4686,540,32,0.9440559440559441,0.05594405594405594,4423.846153846154,262.15384615384613,Tb927_09_v5.1:2029662..2030881:f,False
1365,Tb927_09_v5.1,2068770,2072024,NA_peak_2160,2068327,2068788,Tb927.9.13060,+,18,7414,352,141,68390,3072,111,0.9651272384542884,0.03487276154571162,66005.05183788878,2384.9481621112177,Tb927_09_v5.1:2068770..2068788:f,False
1368,Tb927_09_v5.1,2099257,2100090,NA_peak_2162,2099235,2099554,Tb927.9.13320,-,297,644,21,12,2524,118,29,0.8027210884353742,0.19727891156462585,2026.0680272108843,497.93197278911566,Tb927_09_v5.1:2099257..2099554:r,False
1369,Tb927_09_v5.1,2104904,2105533,NA_peak_2163,2105417,2105855,Tb927.9.13340,-,116,1433,22,21,3239,97,6,0.941747572815534,0.058252427184465994,3050.320388349515,188.67961165048536,Tb927_09_v5.1:2105417..2105533:r,False
1370,Tb927_09_v5.1,2105654,2106469,NA_peak_2164,2105417,2105855,Tb927.9.13340,-,201,1512,32,27,3759,121,55,0.6875,0.3125,2584.3125,1174.6875,Tb927_09_v5.1:2105654..2105855:r,False
1371,Tb927_09_v5.1,2107818,2109557,NA_peak_2165,2108712,2111431,Tb927.9.13360,-,845,197,11,18,2319,29,133,0.17901234567901234,0.8209876543209876,415.1296296296296,1903.8703703703704,Tb927_09_v5.1:2108712..2109557:r,False
1372,Tb927_09_v5.1,2110960,2111445,NA_peak_2166,2108712,2111431,Tb927.9.13360,-,471,396,36,31,3748,149,792,0.15834218916046758,0.8416578108395324,593.4665249734325,3154.5334750265674,Tb927_09_v5.1:2110960..2111431:r,False
1373,Tb927_09_v5.1,2117284,2119578,NA_peak_2168,2118125,2119605,Tb927.9.13380,-,1453,885,23,21,4989,20,117,0.145985401459854,0.8540145985401459,728.3211678832116,4260.678832116788,Tb927_09_v5.1:2118125..2119578:r,False
1375,Tb927_09_v5.1,2132798,2134470,NA_peak_2169,2134237,2134411,Tb927.9.13470,-,174,183,8,6,2880,8,143,0.052980132450331126,0.9470198675496688,152.58278145695365,2727.417218543046,Tb927_09_v5.1:2134237..2134411:r,False
1376,Tb927_09_v5.1,2148121,2148656,NA_peak_2170,2148213,2148592,Tb927.9.13530,-,379,1927,155,3,3866,262,10,0.9632352941176471,0.03676470588235292,3723.8676470588234,142.1323529411764,Tb927_09_v5.1:2148213..2148592:r,False
1377,Tb927_09_v5.1,2155011,2156268,NA_peak_2171,2156146,2158076,Tb927.9.13610,-,122,393,22,7,3151,15,163,0.08426966292134831,0.9157303370786517,265.53370786516854,2885.4662921348313,Tb927_09_v5.1:2156146..2156268:r,False
1378,Tb927_09_v5.1,2157346,2158279,NA_peak_2172,2156146,2158076,Tb927.9.13610,-,730,18,0,1,2473,7,144,0.046357615894039736,0.9536423841059603,114.64238410596026,2358.3576158940396,Tb927_09_v5.1:2157346..2158076:r,False
1379,Tb927_09_v5.1,2170488,2171658,NA_peak_2173,2171161,2171316,Tb927.9.13650,-,155,65,3,6,396,6,12,0.3333333333333333,0.6666666666666667,132.0,264.00000000000006,Tb927_09_v5.1:2171161..2171316:r,False
1380,Tb927_09_v5.1,2176715,2177235,NA_peak_2174,2177009,2177113,Tb927.9.13780,-,104,35,1,1,144,0,6,0.0,1.0,0.0,144.0,Tb927_09_v5.1:2177009..2177113:r,False
1382,Tb927_09_v5.1,2177938,2179442,NA_peak_2175,2178980,2179107,Tb927.9.13795,-,127,3,0,1,477,1,27,0.03571428571428571,0.9642857142857143,17.035714285714285,459.9642857142857,Tb927_09_v5.1:2178980..2179107:r,False
1383,Tb927_09_v5.1,2179717,2180362,NA_peak_2176,2180146,2180273,Tb927.9.13860,-,127,3,0,2,115,0,3,0.0,1.0,0.0,115.0,Tb927_09_v5.1:2180146..2180273:r,False
1385,Tb927_09_v5.1,2181172,2184095,NA_peak_2177,2183293,2186948,Tb927.9.13990,-,802,1287,51,48,15025,55,575,0.0873015873015873,0.9126984126984127,1311.7063492063492,13713.29365079365,Tb927_09_v5.1:2183293..2184095:r,False
1386,Tb927_09_v5.1,2184526,2186935,NA_peak_2178,2183293,2186948,Tb927.9.13990,-,2409,1368,27,34,34200,131,945,0.12174721189591078,0.8782527881040892,4163.754646840149,30036.24535315985,Tb927_09_v5.1:2184526..2186935:r,True
1387,Tb927_09_v5.1,2197322,2198283,NA_peak_2179,2198217,2199226,Tb927.9.14080,-,66,151,3,8,547,7,17,0.2916666666666667,0.7083333333333333,159.54166666666669,387.4583333333333,Tb927_09_v5.1:2198217..2198283:r,False
1388,Tb927_09_v5.1,2200914,2201233,NA_peak_2181,2200499,2201502,Tb927.9.14100,-,319,49,2,2,2571,149,64,0.6995305164319249,0.3004694835680751,1798.4929577464789,772.5070422535211,Tb927_09_v5.1:2200914..2201233:r,True
1389,Tb927_09_v5.1,2201284,2201762,NA_peak_2182,2200499,2201502,Tb927.9.14100,-,218,1075,13,57,4421,37,77,0.32456140350877194,0.6754385964912281,1434.8859649122808,2986.1140350877195,Tb927_09_v5.1:2201284..2201502:r,False
1390,Tb927_09_v5.1,2212214,2213616,NA_peak_2184,2211766,2213000,Tb927.9.14160,-,786,981,26,22,3624,20,211,0.08658008658008658,0.9134199134199135,313.76623376623377,3310.2337662337663,Tb927_09_v5.1:2212214..2213000:r,False
1391,Tb927_09_v5.1,2259898,2261375,NA_peak_2185,2261144,2261342,Tb927.9.14480,-,198,7342,23,448,121222,166,6376,0.025374503210027516,0.9746254967899725,3075.9480281259557,118146.05197187404,Tb927_09_v5.1:2261144..2261342:r,False
1392,Tb927_09_v5.1,2354269,2354807,NA_peak_2191,2354426,2355001,Tb927.9.15070,+,381,470,1,88,2828,1,422,0.002364066193853428,0.9976359338061466,6.6855791962174935,2821.3144208037825,Tb927_09_v5.1:2354426..2354807:f,False
1393,Tb927_09_v5.1,2354939,2355920,NA_peak_2192,2354426,2355001,Tb927.9.15070,+,62,669,44,0,7910,332,139,0.7048832271762208,0.29511677282377924,5575.626326963907,2334.373673036094,Tb927_09_v5.1:2354939..2355001:f,False
1395,Tb927_09_v5.1,2359978,2360983,NA_peak_2193,2360050,2360206,Tb927.9.15110,+,156,24,3,3,443,0,0,,,,,Tb927_09_v5.1:2360050..2360206:f,False
1396,Tb927_09_v5.1,2360997,2362991,NA_peak_2194,2361328,2361402,Tb927.9.15170,+,74,689,70,6,3059,19,0,1.0,0.0,3059.0,0.0,Tb927_09_v5.1:2361328..2361402:f,False
1399,Tb927_09_v5.1,2377854,2379860,NA_peak_2195,2375129,2378448,Tb927.9.15290,+,594,514,14,43,25301,985,180,0.8454935622317596,0.15450643776824036,21391.83261802575,3909.167381974249,Tb927_09_v5.1:2377854..2378448:f,False
1400,Tb927_09_v5.1,2387705,2388761,NA_peak_2196,2387051,2387945,Tb927.9.15380,+,240,1433,155,42,15409,1620,17,0.9896151496640195,0.010384850335980467,15248.979841172877,160.020158827123,Tb927_09_v5.1:2387705..2387945:f,False
1401,Tb927_09_v5.1,2407865,2409879,NA_peak_2198,2407274,2409265,Tb927.9.15460,+,1400,460,16,10,8821,440,75,0.8543689320388349,0.1456310679611651,7536.388349514563,1284.6116504854374,Tb927_09_v5.1:2407865..2409265:f,False
1402,Tb927_09_v5.1,2417699,2419888,NA_peak_2199,2417711,2418120,Tb927.9.15490,+,409,441,10,6,4643,231,17,0.9314516129032258,0.06854838709677424,4324.729838709677,318.2701612903228,Tb927_09_v5.1:2417711..2418120:f,False
1403,Tb927_09_v5.1,2515161,2515649,NA_peak_2209,2515490,2516144,Tb927.9.15890,-,159,435,29,21,2248,10,150,0.0625,0.9375,140.5,2107.5,Tb927_09_v5.1:2515490..2515649:r,False
1404,Tb927_09_v5.1,2527688,2528451,NA_peak_2212,2527587,2528126,Tb927.9.15940,+,438,28,2,3,201,24,0,1.0,0.0,201.0,0.0,Tb927_09_v5.1:2527688..2528126:f,False
1405,Tb927_09_v5.1,2663067,2664111,NA_peak_2239,2662927,2663812,Tb927.9.16460,-,745,1533,40,119,48054,46,2403,0.018783176806859942,0.9812168231931401,902.6067782768476,47151.393221723156,Tb927_09_v5.1:2663067..2663812:r,False
1406,Tb927_09_v5.1,2971652,2974099,NA_peak_2312,2972154,2972208,Tb927.9.17600,+,54,862,26,23,34064,1528,166,0.9020070838252656,0.09799291617473438,30725.969303423848,3338.030696576152,Tb927_09_v5.1:2972154..2972208:f,False
1407,Tb927_10_v5.1,9775,10253,NA_peak_2444,8443,10561,Tb927.10.20,-,478,54,1,1,1237,0,71,0.0,1.0,0.0,1237.0,Tb927_10_v5.1:9775..10253:r,True
1408,Tb927_10_v5.1,50896,51408,NA_peak_2450,51376,51377,Tb927.10.105,-,1,366,0,9,4017,0,298,0.0,1.0,0.0,4017.0,Tb927_10_v5.1:51376..51377:r,False
1409,Tb927_10_v5.1,72183,74006,NA_peak_2451,73293,73392,Tb927.10.180,+,99,312,10,9,1762,88,14,0.8627450980392157,0.13725490196078427,1520.1568627450981,241.84313725490188,Tb927_10_v5.1:73293..73392:f,False
1410,Tb927_10_v5.1,74743,76049,NA_peak_2452,75098,75381,Tb927.10.200,+,283,264,31,0,7522,498,4,0.9920318725099602,0.007968127490039834,7462.06374501992,59.936254980079624,Tb927_10_v5.1:75098..75381:f,False
1411,Tb927_10_v5.1,76859,77228,NA_peak_2453,76913,76974,Tb927.10.210,+,61,938,26,22,1859,108,6,0.9473684210526315,0.052631578947368474,1761.157894736842,97.84210526315799,Tb927_10_v5.1:76913..76974:f,False
1412,Tb927_10_v5.1,77310,77832,NA_peak_2454,77412,77503,Tb927.10.220,+,91,1150,20,51,2547,136,15,0.9006622516556292,0.09933774834437081,2293.9867549668875,253.01324503311247,Tb927_10_v5.1:77412..77503:f,False
1413,Tb927_10_v5.1,79212,80234,NA_peak_2455,79728,79841,Tb927.10.240,+,113,3466,10,147,10313,514,5,0.9903660886319846,0.009633911368015391,10213.645472061657,99.35452793834273,Tb927_10_v5.1:79728..79841:f,False
1414,Tb927_10_v5.1,84625,84960,NA_peak_2456,84513,84699,Tb927.10.280,+,74,48,4,3,383,29,4,0.8787878787878788,0.12121212121212122,336.57575757575756,46.42424242424242,Tb927_10_v5.1:84625..84699:f,False
1415,Tb927_10_v5.1,85096,87028,NA_peak_2457,85594,85854,Tb927.10.290,+,260,1594,37,27,9349,241,164,0.5950617283950618,0.4049382716049382,5563.232098765433,3785.7679012345675,Tb927_10_v5.1:85594..85854:f,False
1417,Tb927_10_v5.1,88305,89699,NA_peak_2458,89154,91764,Tb927.10.310,+,545,235,13,1,1504,108,2,0.9818181818181818,0.018181818181818188,1476.6545454545455,27.345454545454555,Tb927_10_v5.1:89154..89699:f,False
1418,Tb927_10_v5.1,99815,100139,NA_peak_2460,97941,99879,Tb927.10.350,+,64,1997,93,48,4062,217,26,0.8930041152263375,0.10699588477366251,3627.382716049383,434.6172839506171,Tb927_10_v5.1:99815..99879:f,False
1419,Tb927_10_v5.1,105640,106512,NA_peak_2461,104882,106342,Tb927.10.390,+,702,878,17,27,1909,54,9,0.8571428571428571,0.1428571428571429,1636.2857142857142,272.7142857142858,Tb927_10_v5.1:105640..106342:f,False
1420,Tb927_10_v5.1,128311,129451,NA_peak_2464,127686,131887,Tb927.10.480,+,1140,22,0,0,1682,8,100,0.07407407407407407,0.9259259259259259,124.59259259259258,1557.4074074074074,Tb927_10_v5.1:128311..129451:f,True
1421,Tb927_10_v5.1,135923,136983,NA_peak_2465,135371,135985,Tb927.10.520,+,62,370,11,32,1259,81,19,0.81,0.18999999999999995,1019.7900000000001,239.20999999999992,Tb927_10_v5.1:135923..135985:f,False
1422,Tb927_10_v5.1,142584,144421,NA_peak_2467,142127,144736,Tb927.10.540,+,1837,1626,34,44,35796,996,158,0.8630849220103987,0.13691507798960134,30894.98786828423,4901.01213171577,Tb927_10_v5.1:142584..144421:f,True
1423,Tb927_10_v5.1,145783,146791,NA_peak_2468,146134,146948,Tb927.10.550,+,657,1513,3,105,13981,11,824,0.013173652694610778,0.9868263473053892,184.1808383233533,13796.819161676647,Tb927_10_v5.1:146134..146791:f,False
1424,Tb927_10_v5.1,147271,148161,NA_peak_2469,147638,147948,Tb927.10.560,+,310,202,29,6,8254,8,519,0.015180265654648957,0.9848197343453511,125.29791271347248,8128.702087286528,Tb927_10_v5.1:147638..147948:f,False
1425,Tb927_10_v5.1,165992,166997,NA_peak_2470,166232,167585,Tb927.10.620,+,765,1760,65,58,6576,201,18,0.9178082191780822,0.0821917808219178,6035.506849315068,540.4931506849315,Tb927_10_v5.1:166232..166997:f,False
1426,Tb927_10_v5.1,169830,170205,NA_peak_2471,169921,170270,Tb927.10.630,+,284,6,0,0,71,0,2,0.0,1.0,0.0,71.0,Tb927_10_v5.1:169921..170205:f,False
1427,Tb927_10_v5.1,186464,186938,NA_peak_2472,186426,187172,Tb927.10.720,+,474,139,11,7,1328,90,2,0.9782608695652174,0.021739130434782594,1299.1304347826087,28.869565217391283,Tb927_10_v5.1:186464..186938:f,True
1428,Tb927_10_v5.1,193972,195206,NA_peak_2474,194584,194959,Tb927.10.740,+,375,1101,65,7,7051,708,39,0.9477911646586346,0.052208835341365445,6682.8755020080325,368.12449799196776,Tb927_10_v5.1:194584..194959:f,False
1429,Tb927_10_v5.1,196227,197013,NA_peak_2475,196285,196520,Tb927.10.750,+,235,1,0,0,288,0,0,,,,,Tb927_10_v5.1:196285..196520:f,False
1430,Tb927_10_v5.1,199828,201139,NA_peak_2476,201097,201545,Tb927.10.770,+,42,9944,724,1019,72307,78,11,0.8764044943820225,0.1235955056179775,63370.1797752809,8936.820224719098,Tb927_10_v5.1:201097..201139:f,False
1431,Tb927_10_v5.1,201986,203431,NA_peak_2477,202198,203373,Tb927.10.780,+,1175,2506,10,129,23983,99,1068,0.08483290488431877,0.9151670951156812,2034.5475578406172,21948.45244215938,Tb927_10_v5.1:202198..203373:f,False
1432,Tb927_10_v5.1,204088,205632,NA_peak_2478,204648,206007,Tb927.10.790,+,984,247,67,4,4653,359,46,0.8864197530864197,0.11358024691358026,4124.511111111111,528.4888888888889,Tb927_10_v5.1:204648..205632:f,False
1433,Tb927_10_v5.1,213239,215751,NA_peak_2479,213544,214685,Tb927.10.820,+,1141,1736,29,44,5299,153,13,0.9216867469879518,0.07831325301204817,4884.018072289156,414.98192771084325,Tb927_10_v5.1:213544..214685:f,False
1434,Tb927_10_v5.1,217087,218491,NA_peak_2480,216019,217419,Tb927.10.830,+,332,992,13,63,6269,208,117,0.64,0.36,4012.1600000000003,2256.8399999999997,Tb927_10_v5.1:217087..217419:f,False
1435,Tb927_10_v5.1,224016,226431,NA_peak_2482,223450,224838,Tb927.10.840,+,822,4843,86,104,15526,421,182,0.6981757877280266,0.3018242122719734,10839.87728026534,4686.12271973466,Tb927_10_v5.1:224016..224838:f,False
1436,Tb927_10_v5.1,234699,235705,NA_peak_2483,234741,235606,Tb927.10.870,+,865,373,22,26,2360,23,122,0.15862068965517243,0.8413793103448276,374.3448275862069,1985.6551724137933,Tb927_10_v5.1:234741..235606:f,False
1437,Tb927_10_v5.1,255631,257210,NA_peak_2484,255511,256863,Tb927.10.930,+,1232,2820,64,125,36908,177,1205,0.12807525325615052,0.8719247467438495,4727.001447178003,32180.998552821995,Tb927_10_v5.1:255631..256863:f,False
1438,Tb927_10_v5.1,267189,268716,NA_peak_2485,267815,268089,Tb927.10.970,+,274,13,0,2,207,0,0,,,,,Tb927_10_v5.1:267815..268089:f,False
1439,Tb927_10_v5.1,273494,274155,NA_peak_2487,273731,275273,Tb927.10.1000,+,424,593,3,36,1730,0,75,0.0,1.0,0.0,1730.0,Tb927_10_v5.1:273731..274155:f,False
1440,Tb927_10_v5.1,280287,280863,NA_peak_2488,280627,280856,Tb927.10.1040,-,229,176,11,18,1315,3,165,0.017857142857142856,0.9821428571428571,23.482142857142854,1291.517857142857,Tb927_10_v5.1:280627..280856:r,False
1441,Tb927_10_v5.1,282003,282952,NA_peak_2489,282405,282865,Tb927.10.1050,-,460,883,25,46,7295,9,398,0.022113022113022112,0.9778869778869779,161.3144963144963,7133.685503685503,Tb927_10_v5.1:282405..282865:r,False
1442,Tb927_10_v5.1,283956,285168,NA_peak_2490,284497,285795,Tb927.10.1060,-,671,3768,111,87,9283,19,431,0.042222222222222223,0.9577777777777777,391.9488888888889,8891.05111111111,Tb927_10_v5.1:284497..285168:r,False
1443,Tb927_10_v5.1,287218,288473,NA_peak_2492,287639,288354,Tb927.10.1070,-,715,1037,45,25,6789,28,351,0.07387862796833773,0.9261213720316622,501.5620052770449,6287.4379947229545,Tb927_10_v5.1:287639..288354:r,False
1444,Tb927_10_v5.1,291134,291509,NA_peak_2493,291468,291727,Tb927.10.1100,-,41,119,3,2,268,2,12,0.14285714285714285,0.8571428571428572,38.285714285714285,229.71428571428572,Tb927_10_v5.1:291468..291509:r,False
1445,Tb927_10_v5.1,291592,291911,NA_peak_2494,291468,291727,Tb927.10.1100,-,135,117,6,4,255,0,13,0.0,1.0,0.0,255.0,Tb927_10_v5.1:291592..291727:r,False
1447,Tb927_10_v5.1,310052,312411,NA_peak_2496,311289,312227,Tb927.10.1170,-,938,196,7,3,3705,26,166,0.13541666666666666,0.8645833333333334,501.71874999999994,3203.28125,Tb927_10_v5.1:311289..312227:r,False
1448,Tb927_10_v5.1,356465,356849,NA_peak_2499,356839,357719,Tb927.10.1350,-,10,8,0,0,138,0,0,,,,,Tb927_10_v5.1:356839..356849:r,False
1449,Tb927_10_v5.1,367446,368587,NA_peak_2501,367888,368727,Tb927.10.1400,-,699,2243,73,79,23994,55,1126,0.04657070279424217,0.9534292972057579,1117.4174428450467,22876.582557154954,Tb927_10_v5.1:367888..368587:r,False
1450,Tb927_10_v5.1,385641,387230,NA_peak_2503,387065,387759,Tb927.10.1460,-,165,619,42,6,2735,22,137,0.13836477987421383,0.8616352201257862,378.42767295597486,2356.5723270440253,Tb927_10_v5.1:387065..387230:r,False
1451,Tb927_10_v5.1,390585,391011,NA_peak_2504,390538,391150,Tb927.10.1470,-,426,173,14,20,2250,3,264,0.011235955056179775,0.9887640449438202,25.280898876404493,2224.7191011235955,Tb927_10_v5.1:390585..391011:r,True
1452,Tb927_10_v5.1,413018,414971,NA_peak_2507,414766,415020,Tb927.10.1520,-,205,2114,34,38,21187,366,369,0.49795918367346936,0.5020408163265306,10550.261224489795,10636.738775510205,Tb927_10_v5.1:414766..414971:r,False
1453,Tb927_10_v5.1,417384,423638,NA_peak_2508,420249,422958,Tb927.10.1540,-,2709,5240,129,225,66166,43,2036,0.02068302068302068,0.9793169793169794,1368.5127465127464,64797.487253487256,Tb927_10_v5.1:420249..422958:r,False
1454,Tb927_10_v5.1,425574,426276,NA_peak_2510,425706,426280,Tb927.10.1550,-,570,1554,73,81,6032,102,450,0.18478260869565216,0.8152173913043479,1114.6086956521738,4917.391304347827,Tb927_10_v5.1:425706..426276:r,False
1455,Tb927_10_v5.1,438690,439671,NA_peak_2511,438731,440186,Tb927.10.1620,-,940,1061,100,6,10429,771,5,0.9935567010309279,0.006443298969072142,10361.802835051547,67.19716494845336,Tb927_10_v5.1:438731..439671:r,False
1456,Tb927_10_v5.1,441783,442813,NA_peak_2512,442341,442670,Tb927.10.1630,-,329,5,0,1,215,1,18,0.05263157894736842,0.9473684210526316,11.31578947368421,203.6842105263158,Tb927_10_v5.1:442341..442670:r,False
1457,Tb927_10_v5.1,494056,494786,NA_peak_2516,493806,494167,Tb927.10.1890,+,111,46,1,4,1094,68,3,0.9577464788732394,0.04225352112676062,1047.774647887324,46.22535211267611,Tb927_10_v5.1:494056..494167:f,False
1458,Tb927_10_v5.1,518506,519593,NA_peak_2517,518012,518756,Tb927.10.1970,+,250,296,25,4,2292,93,15,0.8611111111111112,0.13888888888888884,1973.6666666666667,318.3333333333332,Tb927_10_v5.1:518506..518756:f,False
