# Program:featureCounts v1.6.4; Command:"featureCounts" "-p" "-B" "-C" "-M" "-O" "-T" "8" "-F" "SAF" "-a" "count_pca/count_pca.SAF" "-o" "count_pca/count_pca.txt" "BSF_01/res4/BSF_01/BSF_01_sorted.bam" "BSF_03/res4/BSF_03/BSF_03_sorted.bam" "BSF_04/res4/BSF_04/BSF_04_sorted.bam" "BSF_05/res4/BSF_05/BSF_05_sorted.bam" "BSF_06/res4/BSF_06/BSF_06_sorted.bam" "BSF_07/res4/BSF_07/BSF_07_sorted.bam" "BSF_08/res4/BSF_08/BSF_08_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	BSF_01/res4/BSF_01/BSF_01_sorted.bam	BSF_03/res4/BSF_03/BSF_03_sorted.bam	BSF_04/res4/BSF_04/BSF_04_sorted.bam	BSF_05/res4/BSF_05/BSF_05_sorted.bam	BSF_06/res4/BSF_06/BSF_06_sorted.bam	BSF_07/res4/BSF_07/BSF_07_sorted.bam	BSF_08/res4/BSF_08/BSF_08_sorted.bam
Tb927.10.9220	Tb927_10_v5.1	2283437	2286091	.	2655	1926	1071	1075	1359	1966	1029	955
Tb927.10.9230	Tb927_10_v5.1	2288595	2289004	.	410	7	0	2	2	3	24	1
Tb927.10.9240	Tb927_10_v5.1	2290446	2291480	.	1035	13	17	14	13	34	102	16
Tb927.10.9260	Tb927_10_v5.1	2294599	2295090	.	492	2	1	5	2	1	2	1
Tb927.10.9280	Tb927_10_v5.1	2300147	2300351	.	205	0	0	0	20	1	0	0
Tb927.10.9310	Tb927_10_v5.1	2305196	2305805	.	610	62	375	348	115	41	5	12
Tb927.10.9330	Tb927_10_v5.1	2311467	2313729	.	2263	2647	3291	3088	1984	297	85	67
Tb927.10.9350	Tb927_10_v5.1	2316546	2316700	.	155	0	2	0	0	12	3	3
Tb927.10.9360	Tb927_10_v5.1	2318583	2319426	.	844	3	19	11	3	8	1	1
Tb927.10.9370	Tb927_10_v5.1	2320622	2320906	.	285	0	22	3	3	4	1	2
Tb927.10.9420	Tb927_10_v5.1	2328834	2328983	.	150	1833	1150	5	142	390	43	249
Tb927.10.9430	Tb927_10_v5.1	2330381	2331130	.	750	223	165	99	102	35	35	22
Tb927.10.9450	Tb927_10_v5.1	2338406	2338639	.	234	228	371	696	535	116	16	45
Tb927.10.9510	Tb927_10_v5.1	2350785	2350959	.	175	280	48	20	21	52	44	72
Tb927.10.9550	Tb927_10_v5.1	2358034	2358753	.	720	42	3	2	15	55	57	82
Tb927.10.9560	Tb927_10_v5.1	2359937	2360121	.	185	9	11	6	4	7	8	7
Tb927.10.9640	Tb927_10_v5.1	2376367	2377306	.	940	1322	1202	991	592	494	625	662
Tb927.10.9650	Tb927_10_v5.1	2381905	2382234	.	330	109	256	244	203	113	124	114
Tb927.10.9670	Tb927_10_v5.1	2387993	2388272	.	280	0	1	1	2	0	0	1
Tb927.10.9700	Tb927_10_v5.1	2401766	2403112	.	1347	167	256	284	49	277	129	150
Tb927.10.9720	Tb927_10_v5.1	2405172	2405485	.	314	1136	775	322	133	1163	643	721
Tb927.10.9770	Tb927_10_v5.1	2422074	2422143	.	70	22	85	7	1	85	23	6
Tb927.10.9820	Tb927_10_v5.1	2431662	2431911	.	250	74	12	22	26	262	124	148
Tb927.10.9830	Tb927_10_v5.1	2432633	2433231	.	599	285	147	27	39	388	164	486
Tb927.10.9850	Tb927_10_v5.1	2436613	2436977	.	365	1350	273	308	150	1720	1142	2014
Tb927.10.9870	Tb927_10_v5.1	2439861	2440295	.	435	33	28	15	27	31	3	26
Tb927.10.9890	Tb927_10_v5.1	2444979	2445500	.	522	10	11	5	1	90	35	51
Tb927.10.9930	Tb927_10_v5.1	2455543	2455672	.	130	653	290	6	5	2091	170	830
Tb927.10.9960	Tb927_10_v5.1	2459763	2459837	.	75	541	130	65	77	330	224	284
Tb927.10.9980	Tb927_10_v5.1	2464705	2464744	.	40	119	14	18	76	56	43	70
Tb927.10.10010	Tb927_10_v5.1	2469389	2469551	.	163	42	103	21	3	20	10	25
Tb927.10.10030	Tb927_10_v5.1	2472887	2473176	.	290	1240	795	342	164	509	395	253
Tb927.10.10050	Tb927_10_v5.1	2478701	2481062	.	2362	870	525	347	234	3829	1580	6087
Tb927.10.10070	Tb927_10_v5.1	2483862	2484041	.	180	64	121	56	143	111	51	100
Tb927.10.10080	Tb927_10_v5.1	2484673	2485137	.	465	29	16	6	6	282	17	20
Tb927.10.10170	Tb927_10_v5.1	2503705	2503784	.	80	0	0	0	3	2	0	1
Tb927.10.10200	Tb927_10_v5.1	2510003	2510687	.	685	522	4	7	4	9	7	138
Tb927.10.10210	Tb927_10_v5.1	2511653	2511691	.	39	16	12	1	0	14	5	4
Tb927.10.10220	Tb927_10_v5.1	2512922	2512929	.	8	0	0	1	0	0	0	0
Tb927.10.10230	Tb927_10_v5.1	2514250	2514259	.	10	2	21	12	33	1	0	0
Tb927.10.10240	Tb927_10_v5.1	2515445	2515453	.	9	419	115	71	51	496	374	385
Tb927.10.10280	Tb927_10_v5.1	2523870	2524670	.	801	83	260	215	269	118	168	92
Tb927.10.10290	Tb927_10_v5.1	2531959	2532116	.	158	1351	1716	444	650	890	791	265
Tb927.10.10320	Tb927_10_v5.1	2537083	2537406	.	324	18	9	1	2	4	7	6
Tb927.10.10340	Tb927_10_v5.1	2539887	2540512	.	626	950	668	272	80	2238	1856	2042
Tb927.10.10360	Tb927_10_v5.1	2548094	2548905	.	812	91	550	461	591	185	427	146
Tb927.10.10380	Tb927_10_v5.1	2559650	2559765	.	116	0	13	1	4	1	0	2
Tb927.10.10390	Tb927_10_v5.1	2561592	2562281	.	690	166	278	141	101	52	16	101
Tb927.10.10410	Tb927_10_v5.1	2565281	2565450	.	170	319	29	7	7	208	118	107
Tb927.10.10430	Tb927_10_v5.1	2568429	2568504	.	76	7	2	0	2	1	2	3
Tb927.10.10440	Tb927_10_v5.1	2569716	2570064	.	349	513	29	13	3	103	136	40
Tb927.10.10445	Tb927_10_v5.1	2571255	2571311	.	57	0	0	0	1	0	0	1
Tb927.10.10460	Tb927_10_v5.1	2571833	2572214	.	382	9	3	3	0	9	4	7
Tb927.10.10510	Tb927_10_v5.1	2576427	2576749	.	323	17	4	4	9	18	2	4
Tb927.10.10520	Tb927_10_v5.1	2578198	2578560	.	363	28	6	5	0	12	1	3
Tb927.10.10515	Tb927_10_v5.1	2577274	2577657	.	384	30	4	0	3	20	2	5
Tb927.10.10560	Tb927_10_v5.1	2581804	2582187	.	384	22	8	9	11	14	2	3
Tb927.10.10570	Tb927_10_v5.1	2582703	2583095	.	393	18	4	5	4	7	2	8
Tb927.10.10610	Tb927_10_v5.1	2586135	2587004	.	870	897	196	113	81	1740	1347	1662
Tb927.10.10680	Tb927_10_v5.1	2595345	2595566	.	222	1849	1659	1851	2031	565	540	2093
Tb927.10.10690	Tb927_10_v5.1	2598718	2599399	.	682	348	45	16	7	779	613	544
Tb927.10.10700	Tb927_10_v5.1	2600705	2601058	.	354	9	4	1	1	14	2	7
Tb927.10.10730	Tb927_10_v5.1	2605552	2605763	.	212	980	3	5	1	2982	2972	3201
Tb927.10.10740	Tb927_10_v5.1	2610491	2611258	.	768	9	6	0	10	88	82	34
Tb927.10.10770	Tb927_10_v5.1	2619259	2619796	.	538	2409	68	2	1	6599	7221	8343
Tb927.10.10780	Tb927_10_v5.1	2621862	2622291	.	430	1	4	1	3	0	3	14
Tb927.10.10800	Tb927_10_v5.1	2623052	2623579	.	528	571	6	4	1	54	17	26
Tb927.10.10810	Tb927_10_v5.1	2625199	2626942	.	1744	7843	1551	1515	1753	15068	14440	11554
Tb927.10.10820	Tb927_10_v5.1	2628980	2629063	.	84	98	210	214	152	226	157	136
Tb927.10.10840	Tb927_10_v5.1	2631659	2633042	.	1384	2324	375	402	113	2816	1525	2493
Tb927.10.10870	Tb927_10_v5.1	2650080	2650400	.	321	6	3	1	1	10	13	11
Tb927.10.11010	Tb927_10_v5.1	2686542	2687001	.	460	819	10	3	4	469	365	424
Tb927.10.11020	Tb927_10_v5.1	2688814	2689373	.	560	762	2179	2045	1043	734	529	115
Tb927.10.11030	Tb927_10_v5.1	2692865	2693311	.	447	270	629	268	208	411	399	386
Tb927.10.11070	Tb927_10_v5.1	2698798	2698917	.	120	89	5	10	7	180	103	148
Tb927.10.11100	Tb927_10_v5.1	2711346	2711695	.	350	11	4	7	3	740	405	623
Tb927.10.11110	Tb927_10_v5.1	2713555	2713984	.	430	0	1	1	5	1	2	2
Tb927.10.11120	Tb927_10_v5.1	2716866	2716930	.	65	969	540	170	2	460	485	2
Tb927.10.11130	Tb927_10_v5.1	2717955	2717994	.	40	0	0	2	2	2	2	2
Tb927.10.11140	Tb927_10_v5.1	2721114	2721708	.	595	4	7	9	6	15	7	10
Tb927.10.11150	Tb927_10_v5.1	2727515	2728699	.	1185	2059	30878	25547	33206	33379	30163	29819
Tb927.10.11180	Tb927_10_v5.1	2737001	2737145	.	145	1	8	2	2	9	3	2
Tb927.10.11190	Tb927_10_v5.1	2739597	2739761	.	165	20	94	1	91	28	20	5
Tb927.10.11200	Tb927_10_v5.1	2741368	2741707	.	340	109	27	11	15	362	177	335
Tb927.10.11210	Tb927_10_v5.1	2742939	2743178	.	240	790	4	7	7	190	187	96
Tb927.10.11250	Tb927_10_v5.1	2749201	2749375	.	175	0	39	0	2	0	1	1
Tb927.10.11290	Tb927_10_v5.1	2760102	2760251	.	150	0	1	0	13	38	46	1
Tb927.10.11310	Tb927_10_v5.1	2762577	2762731	.	155	200	76	66	25	214	162	197
Tb927.10.11370	Tb927_10_v5.1	2775483	2775670	.	188	20	1	1	53	26	2	8
Tb927.10.11420	Tb927_10_v5.1	2783766	2783837	.	72	1344	9	7	3	2791	2781	2632
Tb927.10.11440	Tb927_10_v5.1	2791096	2793701	.	2606	5854	12830	12466	12338	5270	3565	3139
Tb927.10.11450	Tb927_10_v5.1	2796376	2798910	.	2535	8380	10550	8635	7712	7327	5510	6018
Tb927.10.11470	Tb927_10_v5.1	2803104	2803313	.	210	19	1	9	18	113	68	187
Tb927.10.11480	Tb927_10_v5.1	2805363	2805847	.	485	1064	2	4	0	40	11	44
Tb927.10.11500	Tb927_10_v5.1	2807125	2807474	.	350	533	25	33	27	341	323	132
Tb927.10.11550	Tb927_10_v5.1	2815721	2816535	.	815	1113	186	19	19	128	128	77
Tb927.10.11600	Tb927_10_v5.1	2831897	2832586	.	690	21	3	5	4	3	2	60
Tb927.10.11620	Tb927_10_v5.1	2837176	2837565	.	390	1672	461	421	413	2403	1505	2334
Tb927.10.11630	Tb927_10_v5.1	2840450	2844538	.	4089	1453	378	27	82	535	415	520
Tb927.10.11640	Tb927_10_v5.1	2846678	2847032	.	355	11	1	1	1	1	4	0
Tb927.10.11650	Tb927_10_v5.1	2848718	2849717	.	1000	655	840	676	640	343	71	30
Tb927.10.11660	Tb927_10_v5.1	2851379	2851468	.	90	14	2	2	1	9	18	14
Tb927.10.11670	Tb927_10_v5.1	2852723	2852862	.	140	0	3	1	2	2	0	0
Tb927.10.11680	Tb927_10_v5.1	2856150	2856844	.	695	137	6	5	3	0	8	4
Tb927.10.11690	Tb927_10_v5.1	2858648	2858797	.	150	5	15	5	2	14	19	12
Tb927.10.11700	Tb927_10_v5.1	2859738	2861209	.	1472	2002	161	73	20	227	84	162
Tb927.10.11720	Tb927_10_v5.1	2863827	2864300	.	474	1693	567	209	152	1575	1330	1247
Tb927.10.11730	Tb927_10_v5.1	2866863	2867667	.	805	559	19	33	9	1331	1227	1207
Tb927.10.11750	Tb927_10_v5.1	2868585	2868844	.	260	10	64	22	6	17	5	2
Tb927.10.11760	Tb927_10_v5.1	2871957	2876499	.	4543	326	397	375	163	154	76	165
Tb927.10.11780	Tb927_10_v5.1	2882255	2882866	.	612	1310	1225	964	1097	617	312	492
Tb927.10.11820	Tb927_10_v5.1	2888354	2888665	.	312	31	7	5	8	26	15	14
Tb927.10.11840	Tb927_10_v5.1	2892293	2892587	.	295	773	150	1	1	51	57	77
Tb927.10.11850	Tb927_10_v5.1	2896076	2896125	.	50	215	59	34	20	650	547	600
Tb927.10.11870	Tb927_10_v5.1	2899228	2899517	.	290	277	449	296	192	643	479	601
Tb927.10.11990	Tb927_10_v5.1	2919359	2919461	.	103	767	55	12	20	303	74	29
Tb927.10.12010	Tb927_10_v5.1	2921519	2921678	.	160	13	1	0	0	14	5	10
Tb927.10.12020	Tb927_10_v5.1	2923197	2923253	.	57	310	41	6	1	369	217	224
Tb927.10.12040	Tb927_10_v5.1	2929275	2931787	.	2513	4317	7456	4573	4265	5070	5314	5071
Tb927.10.12060	Tb927_10_v5.1	2940788	2942592	.	1805	1961	3666	1365	649	3185	1869	1612
Tb927.10.12120	Tb927_10_v5.1	2955217	2956206	.	990	1409	2811	1172	378	1234	979	287
Tb927.10.12140	Tb927_10_v5.1	2961793	2962067	.	275	316	379	123	118	1706	1034	1160
Tb927.10.12150	Tb927_10_v5.1	2963556	2963625	.	70	238	50	1	91	25	15	6
Tb927.10.12160	Tb927_10_v5.1	2964966	2965155	.	190	237	6	0	2	9	4	40
Tb927.10.12190	Tb927_10_v5.1	2970128	2970757	.	630	407	213	43	46	961	505	564
Tb927.10.12220	Tb927_10_v5.1	2974222	2974286	.	65	3	3	1	13	13	43	23
Tb927.10.12250	Tb927_10_v5.1	2980071	2980100	.	30	0	0	1	5	2	1	5
Tb927.10.12270	Tb927_10_v5.1	2983647	2983786	.	140	63	7	1	1	72	30	45
Tb927.10.12310	Tb927_10_v5.1	2987671	2987765	.	95	1216	357	136	87	1257	1227	1119
Tb927.10.12320	Tb927_10_v5.1	2990701	2990860	.	160	0	3	1	3	3	4	2
Tb927.10.12370	Tb927_10_v5.1	2999503	3000147	.	645	39	11	13	6	114	63	21
Tb927.10.12380	Tb927_10_v5.1	3002336	3002420	.	85	771	7072	6614	5864	299	25	15
Tb927.10.12390	Tb927_10_v5.1	3004916	3005097	.	182	348	814	494	589	722	697	963
Tb927.10.12400	Tb927_10_v5.1	3006046	3007248	.	1203	769	1793	912	1372	5242	4808	4364
Tb927.10.12430	Tb927_10_v5.1	3010779	3010893	.	115	638	1827	2345	2913	492	295	325
Tb927.10.12450	Tb927_10_v5.1	3016073	3016482	.	410	271	37	26	32	127	104	136
Tb927.10.12460	Tb927_10_v5.1	3017303	3017567	.	265	96	177	72	140	87	95	32
Tb927.10.12480	Tb927_10_v5.1	3020796	3022197	.	1402	1102	61	10	19	2257	1085	345
Tb927.10.12500	Tb927_10_v5.1	3028704	3030941	.	2238	1683	1034	661	215	1924	1209	715
Tb927.10.12510	Tb927_10_v5.1	3033826	3034629	.	804	600	5622	7379	8993	1172	1096	1219
Tb927.10.12530	Tb927_10_v5.1	3040527	3040565	.	39	0	35	1	1	2	0	1
Tb927.10.12550	Tb927_10_v5.1	3044828	3044988	.	161	1781	257	223	243	2775	2428	2965
Tb927.10.12590	Tb927_10_v5.1	3051241	3051346	.	106	1	2	1	8	3	58	3
Tb927.10.12620	Tb927_10_v5.1	3056302	3057666	.	1365	1214	161	28	184	2154	1056	1257
Tb927.10.12660	Tb927_10_v5.1	3066117	3073129	.	7013	3204	17742	15625	18821	332	182	101
Tb927.10.12690	Tb927_10_v5.1	3080992	3081225	.	234	3	23	2	4	29	9	19
Tb927.10.12700	Tb927_10_v5.1	3082427	3083511	.	1085	48	305	164	454	222	62	186
Tb927.10.12710	Tb927_10_v5.1	3084930	3085598	.	669	94	97	51	65	94	1	8
Tb927.10.12740	Tb927_10_v5.1	3091569	3094303	.	2735	719	358	272	234	1986	1871	2657
Tb927.10.12760	Tb927_10_v5.1	3096530	3100160	.	3631	1175	23425	27442	37776	1390	1056	1871
Tb927.10.12780	Tb927_10_v5.1	3101377	3103989	.	2613	972	2704	2568	3757	1125	1210	1620
Tb927.10.12800	Tb927_10_v5.1	3105082	3109014	.	3933	227	783	674	996	134	26	54
Tb927.10.12840	Tb927_10_v5.1	3119020	3120237	.	1218	41	78	4	2	176	252	57
Tb927.10.12850	Tb927_10_v5.1	3121361	3121781	.	421	2	2	1	4	2	3	2
Tb927.10.12860	Tb927_10_v5.1	3123318	3123369	.	52	68	65	35	13	116	71	46
Tb927.10.12880	Tb927_10_v5.1	3129880	3130088	.	209	79	9	3	3	198	228	263
Tb927.10.12890	Tb927_10_v5.1	3131572	3132289	.	718	352	138	153	157	32	212	64
Tb927.10.12900	Tb927_10_v5.1	3134569	3135000	.	432	699	8	10	3	697	386	295
Tb927.10.12920	Tb927_10_v5.1	3138639	3139217	.	579	14	3	6	2	140	111	144
Tb927.10.12940	Tb927_10_v5.1	3144042	3145405	.	1364	4622	609	18	53	2223	246	359
Tb927.10.12950	Tb927_10_v5.1	3146858	3146930	.	73	0	25	17	23	33	6	16
Tb927.10.12990	Tb927_10_v5.1	3155402	3155476	.	75	1538	483	169	196	1310	592	232
Tb927.10.13000	Tb927_10_v5.1	3156538	3156745	.	208	0	2	0	2	1	2	0
Tb927.10.13010	Tb927_10_v5.1	3158885	3160716	.	1832	6343	14004	11157	10586	200	935	25
Tb927.10.13020	Tb927_10_v5.1	3161998	3162114	.	117	11	83	46	23	82	21	19
Tb927.10.13040	Tb927_10_v5.1	3175884	3176519	.	636	283	357	174	150	384	254	514
Tb927.10.13070	Tb927_10_v5.1	3180137	3181159	.	1023	235	50	11	10	600	557	660
Tb927.10.13090	Tb927_10_v5.1	3185115	3186496	.	1382	2699	4923	2056	985	3225	2849	2354
Tb927.10.13100	Tb927_10_v5.1	3189103	3189374	.	272	51	18	22	7	4	0	2
Tb927.10.13110	Tb927_10_v5.1	3190951	3191430	.	480	2597	808	325	27	1398	445	447
Tb927.10.13150	Tb927_10_v5.1	3197123	3197402	.	280	11	9	2	2	79	22	21
Tb927.10.13160	Tb927_10_v5.1	3200174	3200303	.	130	176	85	3	17	263	229	137
Tb927.10.13170	Tb927_10_v5.1	3202131	3203260	.	1130	336	44	3	3	1261	141	728
Tb927.10.13180	Tb927_10_v5.1	3204396	3204645	.	250	17	9	6	7	2	24	27
Tb927.10.13190	Tb927_10_v5.1	3208493	3208872	.	380	17	8	3	5	53	30	83
Tb927.10.13200	Tb927_10_v5.1	3210259	3210311	.	53	4	0	0	2	3	2	2
Tb927.10.13210	Tb927_10_v5.1	3213249	3213468	.	220	6	15	0	3	10	3	5
Tb927.10.13220	Tb927_10_v5.1	3215466	3215585	.	120	2	1	2	1	13	9	0
Tb927.10.13230	Tb927_10_v5.1	3218564	3219513	.	950	2094	79	46	98	3232	2420	3222
Tb927.10.13240	Tb927_10_v5.1	3221053	3221469	.	417	0	7	3	4	1	1	2
Tb927.10.13270	Tb927_10_v5.1	3234745	3234924	.	180	6	2	5	1	9	6	33
Tb927.10.13280	Tb927_10_v5.1	3237980	3238199	.	220	0	6	6	5	6	1	3
Tb927.10.13300	Tb927_10_v5.1	3248111	3248230	.	120	25	6	3	1	12	9	16
Tb927.10.13320	Tb927_10_v5.1	3250819	3250998	.	180	18	19	9	10	9	14	7
Tb927.10.13335	Tb927_10_v5.1	3257152	3257251	.	100	13	3	3	1	2	2	7
Tb927.10.13360	Tb927_10_v5.1	3261917	3263191	.	1275	1396	1486	846	529	5570	8004	7342
Tb927.10.13430	Tb927_10_v5.1	3275644	3277669	.	2026	419	189	128	72	1015	1539	1155
Tb927.10.13440	Tb927_10_v5.1	3279427	3279969	.	543	414	447	93	32	634	301	391
Tb927.10.13470	Tb927_10_v5.1	3287516	3288205	.	690	4439	2794	831	87	5814	3811	5948
Tb927.10.13540	Tb927_10_v5.1	3303454	3304583	.	1130	614	42	9	25	452	15	5
Tb927.10.13550	Tb927_10_v5.1	3307181	3307744	.	564	3	40	8	133	2	3	6
Tb927.10.13570	Tb927_10_v5.1	3317681	3317750	.	70	394	154	67	43	1146	1011	1164
Tb927.10.13590	Tb927_10_v5.1	3320837	3320986	.	150	0	1	1	2	2	1	2
Tb927.10.13630	Tb927_10_v5.1	3329919	3330419	.	501	500	5261	2841	668	313	274	262
Tb927.10.13640	Tb927_10_v5.1	3332989	3333288	.	300	8	81	48	1	23	7	19
Tb927.10.13650	Tb927_10_v5.1	3334848	3335047	.	200	14	26	11	11	4	0	10
Tb927.10.13670	Tb927_10_v5.1	3338821	3340080	.	1260	994	1008	147	40	1700	594	1352
Tb927.10.13680	Tb927_10_v5.1	3341687	3342316	.	630	2875	108	39	22	345	187	262
Tb927.10.13720	Tb927_10_v5.1	3351366	3351805	.	440	411	519	416	428	268	734	462
Tb927.10.13740	Tb927_10_v5.1	3355225	3356064	.	840	8	8	1	5	9	5	3
Tb927.10.13770	Tb927_10_v5.1	3360530	3360705	.	176	199	33	8	2	28	2	56
Tb927.10.13750	Tb927_10_v5.1	3358299	3358401	.	103	206	18	32	5	1453	707	577
Tb927.10.13760	Tb927_10_v5.1	3359450	3359569	.	120	58	1	8	3	329	349	377
Tb927.10.13790	Tb927_10_v5.1	3366359	3367888	.	1530	4410	3759	4639	4600	2663	1410	2376
Tb927.10.13810	Tb927_10_v5.1	3374164	3374383	.	220	668	843	583	306	720	628	619
Tb927.10.13820	Tb927_10_v5.1	3374838	3375007	.	170	592	617	430	251	732	605	613
Tb927.10.13840	Tb927_10_v5.1	3378315	3379245	.	931	1	10	9	13	69	34	95
Tb927.10.13850	Tb927_10_v5.1	3380534	3380833	.	300	32	3	2	6	78	117	105
Tb927.10.13950	Tb927_10_v5.1	3400171	3400290	.	120	586	303	134	8	648	289	100
Tb927.10.13970	Tb927_10_v5.1	3403390	3403539	.	150	112	220	104	68	316	88	198
Tb927.10.14000	Tb927_10_v5.1	3408015	3409634	.	1620	834	313	118	70	2436	2261	2983
Tb927.10.14080	Tb927_10_v5.1	3426755	3426844	.	90	307	123	63	20	1020	865	928
Tb927.10.14130	Tb927_10_v5.1	3432111	3432890	.	780	219	491	109	52	139	57	24
Tb927.10.14100	Tb927_10_v5.1	3429998	3430137	.	140	0	1	2	2	0	2	1
Tb927.10.14230	Tb927_10_v5.1	3451375	3452177	.	803	996	403	428	208	2580	6231	2480
Tb927.10.14270	Tb927_10_v5.1	3461974	3467872	.	5899	5155	6877	7361	8760	640	322	1517
Tb927.10.14300	Tb927_10_v5.1	3471745	3473434	.	1690	1765	2629	1998	2548	14	4	6
Tb927.10.14340	Tb927_10_v5.1	3487431	3487970	.	540	390	833	1193	588	26	72	294
Tb927.10.14350	Tb927_10_v5.1	3491707	3491936	.	230	810	275	222	149	718	495	537
Tb927.10.14370	Tb927_10_v5.1	3494007	3494329	.	323	157	114	88	229	141	78	96
Tb927.10.14400	Tb927_10_v5.1	3501671	3502400	.	730	5	2	2	0	2	1	2
Tb927.10.14410	Tb927_10_v5.1	3506057	3506346	.	290	2308	323	214	61	3681	2330	2851
Tb927.10.14420	Tb927_10_v5.1	3510862	3512065	.	1204	2796	402	257	93	953	947	1591
Tb927.10.14430	Tb927_10_v5.1	3518001	3519580	.	1580	1522	722	357	554	358	185	272
Tb927.10.14490	Tb927_10_v5.1	3541053	3542652	.	1600	10	31	23	41	45	28	13
Tb927.10.14550	Tb927_10_v5.1	3554440	3565009	.	10570	3768	20429	22248	33096	2798	2082	3121
Tb927.10.14570	Tb927_10_v5.1	3570566	3570685	.	120	67	247	146	82	7	6	0
Tb927.10.14610	Tb927_10_v5.1	3576208	3576467	.	260	435	1022	558	133	860	167	211
Tb927.10.14620	Tb927_10_v5.1	3580325	3580774	.	450	7	42	48	40	14	15	27
Tb927.10.14630	Tb927_10_v5.1	3582073	3582442	.	370	230	694	727	738	399	251	247
Tb927.10.14680	Tb927_10_v5.1	3587541	3588010	.	470	63	63	16	12	119	62	121
Tb927.10.14690	Tb927_10_v5.1	3589098	3589287	.	190	3666	7296	2832	1080	752	9	23
Tb927.10.14730	Tb927_10_v5.1	3594599	3594938	.	340	254	3	110	2	5	3	2
Tb927.10.14740	Tb927_10_v5.1	3596390	3596819	.	430	13	38	49	34	20	10	25
Tb927.10.14760	Tb927_10_v5.1	3599532	3599831	.	300	730	145	75	90	494	118	80
Tb927.10.14770	Tb927_10_v5.1	3600550	3601239	.	690	317	8	11	4	12	15	13
Tb927.10.14800	Tb927_10_v5.1	3607734	3609425	.	1692	419	4234	3021	54	1079	477	678
Tb927.10.14810	Tb927_10_v5.1	3610956	3611255	.	300	390	970	1410	674	1	22	1
Tb927.10.14840	Tb927_10_v5.1	3614814	3615153	.	340	238	58	75	99	211	145	385
Tb927.10.14900	Tb927_10_v5.1	3639298	3641671	.	2374	6043	597	285	114	9223	7598	11276
Tb927.10.14910	Tb927_10_v5.1	3643740	3644159	.	420	1386	405	79	35	701	347	522
Tb927.10.14950	Tb927_10_v5.1	3655776	3657855	.	2080	1642	2216	1211	715	428	308	241
Tb927.10.15000	Tb927_10_v5.1	3667531	3667990	.	460	3469	1223	741	592	2351	5726	4175
Tb927.10.15020	Tb927_10_v5.1	3673917	3676896	.	2980	1421	7107	9440	11095	31	6	289
Tb927.10.15040	Tb927_10_v5.1	3678803	3682011	.	3209	4100	2172	2257	2223	1987	3127	719
Tb927.10.15080	Tb927_10_v5.1	3687871	3688110	.	240	536	369	125	65	245	65	105
Tb927.10.15110	Tb927_10_v5.1	3691395	3691654	.	260	486	266	153	3	555	361	332
Tb927.10.15160	Tb927_10_v5.1	3698901	3699190	.	290	4403	2462	377	3	3347	3718	722
Tb927.10.15170	Tb927_10_v5.1	3701493	3701967	.	475	1589	1108	1001	716	34	40	17
Tb927.10.15200	Tb927_10_v5.1	3707863	3708082	.	220	9	6	3	5	33	27	5
Tb927.10.15240	Tb927_10_v5.1	3716239	3716398	.	160	0	0	0	0	0	0	0
Tb927.10.15260	Tb927_10_v5.1	3722279	3724368	.	2090	1118	2291	712	6	349	351	533
Tb927.10.15270	Tb927_10_v5.1	3725726	3726145	.	420	81	22	2	3	72	47	47
Tb927.10.15300	Tb927_10_v5.1	3741779	3743317	.	1539	8633	27608	31436	38561	361	203	163
Tb927.10.15310	Tb927_10_v5.1	3747140	3752026	.	4887	1138	753	849	693	3297	1476	735
Tb927.10.15330	Tb927_10_v5.1	3755299	3757328	.	2030	46	129	124	156	18	24	33
Tb927.10.15350	Tb927_10_v5.1	3758710	3762705	.	3996	793	2105	2448	3356	120	151	170
Tb927.10.15360	Tb927_10_v5.1	3768912	3769741	.	830	555	1364	1132	1089	863	413	712
Tb927.10.15370	Tb927_10_v5.1	3771232	3771587	.	356	664	9	0	1	1021	586	1061
Tb927.10.15380	Tb927_10_v5.1	3772991	3773420	.	430	459	1	2	3	2	1	2
Tb927.10.15400	Tb927_10_v5.1	3784694	3785733	.	1040	611	36	4	5	1506	1551	1714
Tb927.10.15420	Tb927_10_v5.1	3789788	3790054	.	267	84	74	9	3	521	324	407
Tb927.10.15430	Tb927_10_v5.1	3792002	3792451	.	450	1276	129	25	196	306	127	74
Tb927.10.15450	Tb927_10_v5.1	3796047	3796834	.	788	525	1344	572	715	1620	1299	2138
Tb927.10.15460	Tb927_10_v5.1	3798627	3798886	.	260	5	7	0	2	9	8	10
Tb927.10.15470	Tb927_10_v5.1	3800557	3800776	.	220	9	2	1	0	184	71	75
Tb927.10.15500	Tb927_10_v5.1	3805787	3806136	.	350	559	2	0	0	132	35	37
Tb927.10.15520	Tb927_10_v5.1	3809822	3810181	.	360	507	171	63	44	350	152	160
Tb927.10.15550	Tb927_10_v5.1	3820731	3821180	.	450	15	5	14	5	17	30	60
Tb927.10.15570	Tb927_10_v5.1	3823255	3823384	.	130	19	1	1	0	50	35	54
Tb927.10.15580	Tb927_10_v5.1	3824259	3824438	.	180	3	3	0	0	55	14	17
Tb927.10.15610	Tb927_10_v5.1	3830466	3833275	.	2810	3129	2359	1042	1305	3399	246	322
